name,gender
"Atif, Jamal",M
"Atig, Mohamed Faouzi",M
"Atreya, Kishore",M
"Atta, Islam",M
"Attariyan, Mona",F
"Attiya, Hagit",F
"Atya, Ahmed O. F.",M
"Atzmueller, Martin",M
"Aublin, Pierre-Louis",M
"Auerbach, Joshua",M
"Auguilera, Marcos K.",M
"August, David I.",M
"Augusto, Adriano",M
"Aumage, Olivier",M
"Aupy, Guillaume",M
"Aura, Tuomas",M
"Ausavarungnirun, Rachata",M
"Austin, Brian",M
"Austin, Mohit Tiwari",M
"Austin, Todd",M
"Aved, Alexander",M
"Avin, Chen",M
"Aviv, Adam J.",M
"Avrachenkov, Konstantin",M
"Avritzer, Alberto",M
"Awad, Amro",M
"Awad, Mahmoud",M
"Awadallah, Ahmed Hassan",M
"Awan, Ammar Ahmad",M
"Ayday, Erman",M
"Aydin, Hakan",M
"Ayesta, Urtzi",M
"Ayguade, Eduard",M
"Aykanat, Cevdet",M
"Ayodele, Anthony",M
"Azab, Ahmed M.",M
"Azad, Ariful",M
"Azar, Yossi",M
"Azarmi, Mehdi",M
"Azimi, Reza",M
"Azzopardi, Leif",M
"Babu, Shivnath",M
"Bach, Stephen",M
"Bacha, Anys",M
"Bachhav, Kishor",M
"Backes, Michael",M
"Bacon, David F.",M
"Bacon, Jean",F
"Badam, Anirudh",M
"Baden, Scott B.",M
"Bader, David A.",M
"Bader, Michael",M
"Badia, Rosa M.",F
"Badiei, Masoud",M
"Badr, Mario",M
"Bae, Minho",M
"Baek, Hyunwook",M
"Baek, Woongki",M
"Baetke, Frank",M
"Baeza-Yates, Ricardo",M
"Bagchi, Saurabh",M
"Bagdi, Hardik",M
"Bagga, Jasmeet",M
"Bagnall, Anthony",M
"Bagnulo, Marcelo",M
"Bahadori, Mohammad Taha",M
"Bahl, Paramvir",M
"Bahl, Victor",M
"Bahsoon, Rami",M
"Bai, Gang",M
"Bai, Wei",M
"Bai, Xiao",F
"Bai, Xiaolong",M
"Bai, Youhui",M
"Bai, Yu",M
"Bai, Yunhao",M
"Bai, Yuxin",F
"Bai, Zilong",M
"Baier, Christel",F
"Baig, Ghufran",M
"Bailey, James",M
"Bailey, Jeff",M
"Bailey, Jonathan",M
"Bailey, Michael",M
"Bailey, Peter",M
"Bailis, Peter",M
"Bajunaid, Noor",F
"Bajwa, Raminder",M
"Baker, Allison H.",F
"Baker, Gavin",M
"Baker, Randal S.",M
"Baker, Richard",M
"Baker, Sonia",F
"Baker, Tobin",M
"Bakshi, Ainesh",M
"Bakst, Alexander",M
"Bal, Henri",M
"Balaji, Pavan",M
"Balakrishnan, Hari",M
"Balakrishnan, Mahesh",M
"Balakrishnan, Ramesh",M
"Balakrishnan, Vijay",M
"Balan, Rajesh Krishna",M
"Balaprakash, Prasanna",M
"Balaraman, Ravindran",M
"Balasooriya, Janaka",M
"Balasubramaniam, Karthikeyan Vasuki",M
"Balasubramanian, Abhiram",M
"Balasubramanian, Aruna",F
"Balasubramanian, Bharath",M
"Balasubramanian, Ezhil R. M.",M
"Balasubramonian, Rajeev",M
"Balazinska, Magdalena",F
"Baldimtsi, Foteini",F
"Baldini, Ioana",F
"Baldus, Gary",M
"Baldwin, Timothy",M
"Balkanski, Eric",M
"Balke, Wolf-Tilo",M
"Balkesen, Cagri",M
"Balkind, Jonathan",M
"Balkwill, Matthew",M
"Ballani, Hitesh",M
"Ballard, Grey",M
"Balmau, Oana",F
"Balog, Krisztian",M
"Baltrunas, Džiugas",M
"Balzarotti, Davide",M
"Banares, Jose Angel",M
"Bandara, Sathya",F
"Banerjee, Arindam",M
"Banerjee, Debrup",M
"Banerjee, Dip Sankar",M
"Banerjee, Nilanjan",M
"Banerjee, Subarno",M
"Banerjee, Sujata",F
"Banerjee, Suman",M
"Banerjee, Tania",F
"Bangalore, Purushotham",M
"Banicescu, Ioana",F
"Bansal, Aman",M
"Bansal, Nikhil",M
"Bansal, Sorav",M
"Bansal, Tarun",M
"Bao, Tiffany",F
"Bao, Yubin",M
"Bao, Yungang",M
"Bao, Yungyang",M
"Bao, Zhifeng",M
"Bao, Zhuowei",M
"Baokar, Arjun",M
"Bar-Yehuda, Reuven",M
"Barak, Amnon",M
"Barak, Assi",M
"Barakat, Chadi",M
"Baralis, Elena",F
"Baranasuriya, Nimantha",M
"Baraniuk, Richard",M
"Baranowski, Marek S.",M
"Barba, Lorena",F
"Barbalace, Antonio",M
"Barber, Ronald",M
"Barbieri, Nicola",M
"Barbosa, Manuel",M
"Barcellos, Marinho",M
"Bard, Deborah",F
"Bardhan, Jaydeep",M
"Bardin, Sébastien",M
"Barenboim, Leonid",M
"Baresi, Luciano",M
"Barford, Paul",M
"Barghuthi, Nedaa Al",F
"Bari, Md Abdullah Shahneous",M
"Baride, Srikant",M
"Barisic, Ankica",F
"Barkat, Amine",M
"Barnes, Richard",M
"Barreiros, Willian",M
"Barrera, David",M
"Barrett, Edd",M
"Barron, Timothy",M
"Barth, Bill",M
"Barthe, Gilles",M
"Barthels, Claude",M
"Barthou, Denis",M
"Bartlett, Rodney J.",M
"Bartolini, Davide B.",M
"Bartsch, Valeria",F
"Baru, Chaitanya",M
"Baruah, Gaurav",M
"Basak, Abanti",F
"Basat, Ran Ben",M
"Bashir, Masooda",F
"Basin, David",M
"Basin, Dmitry",M
"Baskiyar, Sanjeev",M
"Bastani, Osbert",M
"Bastem, Burak",M
"Bastien, Jean-Francois",M
"Bastoul, Cédric",M
"Basu, Arkaprava",M
"Basu, Nilanjana",F
"Bataev, Alexey",M
"Bateni, Mohammad Hossein",M
"Bates, Adam",M
"Bates, Sarah",F
"Batista, Gustavo",M
"Batten, Christopher",M
"Batty, Mark",M
"Bauckhage, Christian",M
"Bauer, Lujo",M
"Bauer, Michael",M
"Bauer, Peter",M
"Bauereiß, Thomas",M
"Bauman, Spenser",M
"Baumann, Andrew",M
"Bause, Falko",M
"Baxter, Rohan",M
"Bayardo, Roberto",M
"Bayatpour, Mohammadreza",M
"Baytas, Inci",F
"Bañares, Jose Angel",M
"Beal, Jacob",M
"Beamer, Scott",M
"Beard, Jonathan",M
"Beard, Stephen R.",M
"Beaumont, Jon",M
"Beaumont, Jonathan",M
"Beaumont, Olivier",M
"Becchi, Michela",F
"Beck, Martin",M
"Becker, Christian",M
"Becker, Karin",F
"Becker, Steffen",M
"Beckett, Ryan",M
"Beckingsale, David",M
"Beckman, Pete",M
"Beckmann, Bradford M.",M
"Beckmann, Nathan",M
"Beekman, Jethro G.",M
"Begam, Rehana",F
"Behl, Johannes",M
"Behrend, Andreas",M
"Beitman, Bruce",M
"Beivide, Ramón",M
"Bekas, Costas",M
"Bel, Oceane",F
"Belak, James",M
"Belding, Elizabeth",F
"Belgard, Rich",M
"Beling, Peter",M
"Belkin, Nicholas",M
"Bellare, Mihir",M
"Bellman, Kirstie",F
"Bellosa, Frank",M
"Bellovin, Steven M.",M
"Beltran, Vicenç",M
"Belviranli, Mehmet Esat",M
"Ben-David, Naama",F
"Ben-Nun, Tal",M
"Ben-Yehuda, Elad",M
"Ben-Yehuda, Muli",M
"Ben-Yehuda, Orna Agmon",F
"Benali, Anouar",M
"Bencomo, Nelly",F
"Benczur, Andras A.",M
"Bender, Michael A.",M
"Bendersky, Michael",M
"Benedict, Shajulin",M
"Benedikt, Michael",M
"Benhaddou, Driss",M
"Beni, Laleh Aghababaie",F
"Benjamin, Joshua",M
"Benkner, Siegfried",M
"Bennett, Janine C.",M
"Bennett, Paul N.",M
"Benoit, Anne",F
"Benoit-Cattin, Hugues",M
"Benson, Austin R.",M
"Benson, Jeremy",M
"Benson, Theophilus",M
"Bent, John",M
"Bentley, Michael",M
"Benton, Brad",M
"Benton, Ryan G.",M
"Berberich, Klaus",M
"Bercea, Gheorghe-Teodor",M
"Berenbrink, Petra",F
"Berendt, Bettina",F
"Beresford, Alastair",M
"Berg-Kirkpatrick, Taylor",M
"Berger, Arthur",M
"Berger, Christian",M
"Berger, Daniel S.",M
"Berger, Emery",M
"Berger, Marsha J.",F
"Berger, Thorsten",M
"Berger-Wolf, Tanya",F
"Bergman, Aran",M
"Bergman, Keren",F
"Bergman, Shai",M
"Bergmann, Neil",M
"Beri, Alec",M
"Beringer, Lennart",M
"Berkholz, Christoph",M
"Berman, Francine",F
"Berndt, Sebastian",M
"Bernholdt, David E.",M
"Bernstein, Alexander",M
"Bernstein, Gilbert Louis",M
"Bernstein, Philip A.",M
"Berrang, Pascal",M
"Berrendorf, Rudolf",M
"Berry, Randall",M
"Bertacco, Valeria",F
"Bertels, Koen",M
"Berthold, Michael",M
"Berti-Equille, Laure",F
"Bertino, Elisa",F
"Bertolli, Carlo",M
"Bertossi, Leopoldo",M
"Bertran, Ramon",M
"Berzins, Martin",M
"Beschastnikh, Ivan",M
"Besnard, Jean-Baptiste",M
"Bessani, Alysson",M
"Bessho, Yutaro",M
"Besta, Maciej",M
"Bestavros, Azer",M
"Betelu, Santiago",M
"Bethune, Christopher",M
"Bethwaite, Blair",M
"Beurdouche, Benjamin",M
"Beutel, Alex",M
"Bevan, Pryce",M
"Beverly, Robert",M
"Beyah, Raheem",M
"Bezemer, Cor-Paul",M
"Beznosov, Konstantin",M
"Bhadra, Sahely",F
"Bhaduri, Kanishka",M
"Bhagat, Smriti",F
"Bhagdikar, Nikhil",M
"Bhagwan, Ranjita",F
"Bhalachandra, Sridutt",M
"Bhalerao, Rahul",M
"Bhalla, Upinder",M
"Bhanawat, Hemant",M
"Bharadia, Dinesh",M
"Bharadwaj, Srikant",M
"Bhardwaj, Onkar",M
"Bhardwaj, Romil",M
"Bhargava, Bharat",M
"Bhargava, Radhika",F
"Bhargavan, Karthikeyan",M
"Bhartia, Apurv",M
"Bhaskara, Aditya",M
"Bhat, Siddharth",M
"Bhat, Srivatsa S.",M
"Bhatele, Abhinav",M
"Bhatia, Suresh",M
"Bhatotia, Pramod",M
"Bhatt, Yogesh",M
"Bhattacharjee, Abhishek",M
"Bhattacharjee, Mrinal",M
"Bhattacharya, Indrajit",M
"Bhattacharya, Suparna",F
"Bhattacharyya, Arka",M
"Bhattacharyya, Arnamoy",M
"Bhattacharyya, Chiranjib",M
"Bhattacharyya, Manosiz",M
"Bhattacharyya, Siddhartha",M
"Bhattacherjee, Debopam",M
"Bhattacherjee, Sanjay",M
"Bhimji, Wahid",M
"Bhowmick, Sanjukta",F
"Bhowmick, Sourav S.",M
"Bhuyan, Laxmi Narayan",M
"Bi, Jinbo",F
"Bi, Jun",M
"Bi, Keping",F
"Bian, Jiang",M
"Bian, Yuchen",M
"Bianchi, Antonio",M
"Bianchi, Giuseppe",M
"Bianchini, Ricardo",M
"Bianco, Mauro",M
"Bicer, Tekin",M
"Bieg, Matthias",M
"Biega, Asia J.",F
"Bienkowski, Marcin",M
"Bientinesi, Paolo",M
"Bienvenu, Meghyn",F
"Bifet, Albert",M
"Bigelow, David",M
"Biggs, John",M
"Bijlani, Ashish",M
"Bila, Nilton",M
"Bilal, Muhammad",M
"Bilge, Leyla",F
"Bilgic, Mustafa",M
"Bill, Robert",M
"Billes, Marina",F
"Bindel, David",M
"Binder, Walter",M
"Bindschaedler, Vincent",M
"Bing, Lidong",M
"Binnig, Carsten",M
"Birke, Robert",M
"Birman, Ken",M
"Birnbach, Simon",M
"Biros, George",M
"Biryukov, Alex",M
"Bischoff, Sascha",M
"Biswas, Arijit",M
"Biswas, Joyanta",M
"Biswas, Priyam",F
"Biswas, Rajarshi",M
"Bittau, Andrea",M
"Bittencourt, Luiz F.",M
"Bitto, Verena",F
"Bjoerkqvist, Mathias",M
"Bjorling, Matias",M
"Bjorner, Nikolaj",M
"Bjørling, Matias",M
"Bjørner, Nikolaj",M
"Blaauw, David",M
"Black, Richard",M
"Black-Schaffer, David",M
"Blackburn, Jeremy",M
"Blackburn, Steve",M
"Blagodurov, Sergey",M
"Blair, Gordon",M
"Blakeley, Jose",M
"Blanas, Spyros",M
"Blanchard, Sean",M
"Blanchet, Bruno",M
"Blanco, Roi",M
"Bland, Wesley",M
"Blankstein, Aaron",M
"Blelloch, Guy",M
"Blieberger, Johann",M
"Blin, Lélia",F
"Blocki, Jeremiah",M
"Blocksome, Michael",M
"Blond, Stevens Le",M
"Blondel, Mathieu",M
"Bloom, Toby",M
"Blough, Douglas M.",M
"Blouin, Dominique",M
"Blumberg, Andrew J.",M
"Blume, Holger",M
"Blumrich, Matthias",M
"Boano, Carlo Alberto",M
"Bodden, Eric",M
"Boden, Nan",F
"Bodik, Peter",M
"Bodik, Rastislav",M
"Bodin, Bruno",M
"Bodony, Daniel",M
"Boehm, Hans-J.",M
"Boehm, Mattias",M
"Boehme, David",M
"Boer, Pieter-Tjerk De",M
"Bogdan, Paul",M
"Bohlouli, Mahdi",M
"Bohm, Christian",M
"Bohm, Klemens",M
"Bohr, Mark",M
"Boit, Christian",M
"Boix, Elisa Gonzalez",F
"Bojnordi, Mahdi Nazm",M
"Boktor, Andrew",M
"Boku, Taisuke",M
"Bolding, Barry",M
"Boley, Mario",M
"Bolotin, Evgeny",M
"Bolton, Rosie",F
"Bolz-Tereick, Carl Friedrich",M
"Bonakdarpour, Borzoo",M
"Bonald, Thomas",M
"Bonaventure, Olivier",M
"Bonawitz, Keith",M
"Bonchi, Francesco",M
"Bond, Michael",M
"Bonde, Anand",M
"Bondhugula, Uday",M
"Bondi, Andre B.",M
"Bondorf, Steffen",M
"Boneh, Dan",M
"Bonifaci, Vincenzo",M
"Bonifati, Angela",F
"Bonisch, Thomas",M
"Bonneau, Joseph",M
"Bonnet, Philippe",M
"Bono, Viviana",F
"Bonomi, Silvia",F
"Bonzini, Paolo",M
"Boos, Kevin",M
"Borase, Amit",M
"Boraten, Travis",M
"Borba, Paulo",M
"Borchers, Al",M
"Bordawekar, Rajesh",M
"Border, Charles",M
"Borgo, Rita",F
"Borgwardt, Karsten",M
"Borisov, Nikita",M
"Borland, Sarah",F
"Bornholt, James",M
"Boronat, Artur",M
"Boroujeni, Ashkan Forouhi",M
"Boroujerdian, Behzad",M
"Boroumand, Amirali",M
"Borst, Sem",M
"Borth, Damian",M
"Borthakur, Dhruba",M
"Bortnikov, Edward",M
"Bos, Herbert",M
"Bosch, Jaume",M
"Bose, Pradip",M
"Bosilca, George",M
"Bosman, Erik",M
"Bosque, José Luis",M
"Bosschere, Koen De",M
"Bost, Raphael",M
"Botelho, Fabiano",M
"Botta, Marco",M
"Bou-Harb, Elias",M
"Bouajjani, Ahmed",M
"Boucher, Paul",M
"Boudjadar, Jalil",M
"Boughanem, Mohand",M
"Bougé, Luc",M
"Boukhalfa, Kamel",M
"Boukhobza, Jalil",M
"Bouloukakis, Georgios",M
"Bouman, Charles",M
"Bouraoui, Zied",M
"Bourgeat, Thomas",M
"Bourhis, Pierre",M
"Bourke, Timothy",M
"Bouteiller, Aurelien",M
"Boutet, Antoine",M
"Bova, Simone",M
"Boyapati, Rahul",M
"Boyd, Stephen",M
"Boyle, Elette",F
"Bozkurt, Ilker Nadi",M
"Bozorgzadeh, Eli",F
"Bozzon, Alessandro",M
"Bradley, Andrew M.",M
"Bradley, Paul",M
"Braginsky, Anastasia",F
"Braithwaite, Sean",M
"Brambilla, Marco",M
"Bramsen, Paul",M
"Brand, Mark Van Den",M
"Brandenburg, Björn B.",M
"Brandily, Cedric",M
"Brandić, Ivona",F
"Brandon, Álvaro",M
"Brandt, Jim",M
"Brandt, Sebastian",M
"Brankovic, Aleksandar",M
"Brasche, Goetz",M
"Brasileiro, Francisco",M
"Brasser, Ferdinand",M
"Brasseur, Clément",M
"Bratsberg, Svein Erik",M
"Braverman, Vladimir",M
"Bravo, Manuel",M
"Brazdil, David",M
"Brecht, Tim",M
"Breck, Jason",M
"Brefeld, Ulf",M
"Breitbart, Jens",M
"Bremer, Peer-Timo",M
"Brennan, Bob",M
"Brent, Lexi",F
"Bressana, Pietro",M
"Breternitz, Mauricio",M
"Breu, Ruth",F
"Breuel, Thomas",M
"Breuer, Alexander",M
"Brevik, John",M
"Breß, Sebastian",M
"Briand, David",M
"Bridges, Patrick",M
"Briggs, Ian",M
"Brightwell, Ronald",M
"Bringmann, Karl",M
"Brinkmann, André",M
"Brinkmann, Govert",M
"Brocanelli, Marco",M
"Brokhman, Tanya",F
"Bronson, Nathan",M
"Brooks, Alexander L.",M
"Brooks, David",M
"Brown, Fraser",F
"Brown, Jed",M
"Brown, Kenneth R.",M
"Brown, Trevor",M
"Browne, James",M
"Bruce, Kim",M
"Bruckhaus, Tilmann",M
"Bruinderink, Leon Groot",M
"Brumar, Iulian",M
"Brumley, David",M
"Brun, Lélio",M
"Brunet, Elisabeth",F
"Bruno, Rodrigo",M
"Brunstrom, Anna",F
"Brunvand, Erik",M
"Bruza, Peter",M
"BrüGner, Helge",M
"Bubak, Marian",M
"Bubendorfer, Kris",M
"Buchholz, Peter",M
"Buchler, Norbou",M
"Buchmann, Alejandro",M
"Buckley, Scott",M
"Budden, David",M
"Budhiraja, Richa",F
"Bugiel, Sven",M
"Bugnion, Edouard",M
"Buhren, Robert",M
"Bui, Phi-Diep",M
"Buiras, Pablo",M
"Buland, Matthew",M
"Bulej, Lubomír",M
"Bull, Mark",M
"Bultink, C. C.",M
"Buluc, Aydin",M
"Buntine, Wray",M
"Burckhardt, Sebastian",M
"Burger, Doug",M
"Burgstaller, Bernd",M
"Burihabwa, Dorian",M
"Burke, Matthew",M
"Burke, Michael",M
"Burns, Randal",M
