name,gs_email,s2aid,s2npubs
Shane Story,,12909372,9
Philippe Tillet,@g.harvard.edu,2704719,7
David Cox,@fas.harvard.edu,2332855,289
Hajime Fujita,@nifty.com,1713011,31
Tomislav Janjusic,,1801345,18
Dmitry Durnov,,28294088,3
Min Si,@anl.gov,3120064,14
Akhil Langer,@illinois.edu,34914217,33
Gengbin Zheng,@illinois.edu,1729841,51
Masamichi Takagi,,2243970,88
Paul Coffman,,3315212,9
Jithin Jose,@intel.com,31792655,43
Sayantan Sur,,2302544,111
Alexander Sannikov,,7959432,13
Sergey Oblomov,,28371726,1
Michael Chuvelev,@intel.com,1980633,4
Masayuki Hatanaka,,20679817,22
Xin Zhao,,1708899,977
Paul Fischer,@mcs.anl.gov,1682196,83
Thilina Rathnayake,@cse.mrt.ac.lk,40552468,6
Matt Otten,@cornell.edu,40033106,8
Misun Min,@mcs.anl.gov,2063968,22
Rajiv Gupta,@cs.ucr.edu,1689014,415
Théophile Terraz,,28262989,2
Alejandro Ribes,@edf.fr,21555557,17
Yvan Fournier,,2316659,11
Bertrand Iooss,,3148002,30
Mohammadreza Bayatpour,@osu.edu,7726937,14
David Naylor,@cs.cmu.edu,2905543,63
Richard Li,@cs.utah.edu,2357317,54
Christos Gkantsidis,@microsoft.com,2903620,62
Thomas Karagiannis,@microsoft.com,31978478,77
Zhe Chen,@fudan.edu.cn,1696121,587
Zhongmin Li,,1945738,97
Xu Zhang,@fudan.edu.cn,1701714,1049
Guorong Zhu,,35538656,33
Yuedong Xu,@fudan.edu.cn,1722346,52
Xin2 Wang,@fudan.edu.cn,1705489,2459
Pengyu Zhang,@stanford.edu,3341348,40
Colleen Josephson,@stanford.edu,39122747,3
Dinesh Bharadia,@ucsd.edu,2061177,19
Sachin Katti,@stanford.edu,2546322,108
Ramanujan K Sheshadri,@buffalo.edu,3214936,10
Dimitrios Koutsonikolas,@buffalo.edu,2706303,86
Sajjad Rizvi,@uwaterloo.ca,2777479,76
Srinivasan Keshav,@uwaterloo.ca,1692842,183
Daniel Steinmetzer,@seemoo.tu-darmstadt.de,3149455,12
Daniel Wegemer,@seemoo.tu-darmstadt.de,1960810,10
Matthias Schulz,@seemoo.tu-darmstadt.de,39431178,112
Joerg Widmer,@imdea.org,1712634,185
Matthias Hollick,,1734492,181
Marc Anthony Warrior,,29839844,2
Uri Klarman,,3390049,2
Marcel Flores,,34400673,11
Aleksandar Kuzmanovic,@northwestern.edu,1718392,86
Yeon-sup Lim,@ibm.com,2732588,18
Erich Nahum,@us.ibm.com,1771229,64
Richard Gibbens,@cl.cam.ac.uk,1853504,65
Ander Galisteo,@imdea.org,40286771,4
Qing Wang,@imdea.org,1683741,1361
Aniruddha Deshpande,,5466419,25
Marco Zuniga,@tudelft.nl,1955669,69
Domenico Giustiniano,@imdea.org,2485577,88
Aditya Sundarrajan,@fiu.edu,2162613,7
Mingdong Feng,,2801708,5
Mangesh Kasbekar,,3140767,10
Ramesh K. Sitaraman,,1719320,102
Huan Chen,@uestc.edu.cn,10993830,295
Rajdeep Das,,40264133,27
Nimantha Baranasuriya,@comp.nus.edu.sg,3144640,4
Venkat Padmanabhan,@microsoft.com,1799406,112
Christoffer Rodbro,,3116781,9
Manikanta Kotaru,,40657287,7
Dongyao Chen,@umich.edu,3010843,6
Yurong Jiang,@usc.edu,2703630,43
Ren Zhang,@esat.kuleuven.be,31452614,89
Bart Preneel,@esat.kuleuven.be,1718124,646
Xiufeng Xie,@umich.edu,2896218,15
Matthew K. Mukerjee,@cs.cmu.edu,3353863,13
Ilker Nadi Bozkurt,@cs.duke.edu,2238966,12
Devdeep Ray,@cs.cmu.edu,33878552,7
Hui Zhang,@andrew.cmu.edu,1688592,1893
Huanyu Jia,,29824111,3
Akshay Jajoo,@purdue.edu,3192287,4
Rohan Gandhi,@purdue.edu,39655582,19
Cheng-kok Koh,,4093554,184
Marco Chiesa,@uclouvain.be,2329502,99
Daniel Demmler,@crisp-da.de,1696115,11
Hongjia Wu,,2716177,6
Narseo Vallina-Rodriguez,@imdea.org,2560825,34
Anubhavnidhi Abhashkumar,@wisc.edu,9774630,7
Joon-Myung Kang,@hpe.com,2103536,43
Sujata Banerjee,@banerjee.net,1733676,140
Ying1 Zhang,@fb.com,1720117,2446
Wenfei Wu,@tsinghua.edu.cn,1752668,34
Shuihai Hu,@cse.ust.hk,2814902,8
Peng Cheng,@microsoft.com,1714510,464
Wai Kay Leong,@comp.nus.edu.sg,2381851,11
Wang Zixiao,,2416185,4
Ben Leong,@comp.nus.edu.sg,2566029,86
Azeem Aqil,@cs.ucr.edu,12526150,9
Karim Khalil,@ucr.edu,9532792,22
Ahmed O. F. Atya,@cs.ucr.edu,1805144,16
Paul Yu,,4179522,81
Ivica Rimac,@bell-labs.com,2086940,43
Ghufran Baig,@cs.utexas.edu,3204215,6
Bozidar Radunovic,@microsoft.com,2757057,74
Matthew Balkwill,,34803943,1
Junguk Cho,@utah.edu,2501652,30
Naga Katta,@cs.princeton.edu,2027332,12
Aditi Ghag,,7551184,3
Mukesh Hira,,3439759,5
Aran Bergman,@tx.technion.ac.il,40404973,11
Adrian Loch,@imdea.org,1985663,40
Hany Assasa,@imdea.org,2078859,6
Joan Palacios,@imdea.org,39640069,7
Hans Suys,,1995263,5
Björn Debaillie,,3326850,28
Chaoyun Zhang,@sms.ed.ac.uk,3194878,8
Xi Ouyang,@hust.edu.cn,39906431,19
Paul Patras,@ieee.org,2976321,44
Lu Wang,@umich.edu,1723281,1238
Yan Li,@umich.edu,1698571,2773
Dongxiao Zhu,,39895985,97
Xinyue Liu,@wpi.edu,2377269,129
Yuanfang Song,,1920461,8
Yao Zhang,@cs.vt.edu,3631757,231
Xiangnan Kong,@wpi.edu,1833914,128
Yang Wang,@cse.unsw.edu.au,2295608,1705
Wuji Chen,,20650555,3
Wei Zheng,@sanofi.com,1698907,815
He Huang,@suda.edu.cn,36766903,350
Hengchang Liu,@illinois.edu,2661589,72
Yao Zhou,@asu.edu,2827061,42
Yuchen Bian,@ist.psu.edu,3478513,8
Jingchao Ni,@psu.edu,2090567,10
Wei Cheng,@nec-labs.com,1707763,760
Xiang Zhang,,38822242,345
Neha Sengupta,,1880394,7
Michael Hamann,@kit.edu,2318532,30
Dorothea Wagner,@kit.edu,1679611,328
Jianbo Li,@alumni.rutgers.edu,1730201,113
Yada Zhu,@us.ibm.com,24018646,22
Hongzhi Yin,@uq.edu.au,2416851,60
Hongxu Chen,@uq.edu.au,3082847,32
Xiaoshuai Sun,@hit.edu.cn,1759841,78
Hao Wang,@alibaba-inc.com,39049654,1009
Quoc Viet Hung Nguyen,@griffith.edu.au,28120037,13
Yi Ding,@uchicago.edu,1743078,490
Chenghao Liu,@smu.edu.sg,2039481,28
Peilin Zhao,@rutgers.edu,1714894,91
Steven C. H. Hoi,@smu.edu.sg,1741126,212
Armin Moharrer,,32523236,1
Stratis Ioannidis,@neu.edu,1776006,53
Haoyi Xiong,@mst.edu,40518823,41
Jiang Bian,@microsoft.com,1798025,197
Zhishan Guo,@mst.edu,33389408,91
Vu Nguyen,@deakin.edu.au,1727449,131
Sunil Gupta,@deakin.edu.au,8409193,196
Santu Rana,@deakin.edu.au,2867032,43
Cheng2 Li,@deakin.edu.au,40144382,68
Svetha Venkatesh,@deakin.edu.au,1679520,503
Weizhong Zhao,,1714689,45
Xiaowei Xu,@ualr.edu,6721743,267
Jin He,,37285484,270
Lei Li,@hfut.edu.cn,2871379,1389
Xindong Wu,@louisiana.edu,1748808,527
Miguel Ramos de Araujo,@feedzai.com,2395051,20
Pedro Manuel Pinto Ribeiro,@dcc.fc.up.pt,38208295,46
Binghui Wang,,1789625,46
Hao Fu,@mail.ustc.edu.cn,1690222,188
Pin-Yu Chen,@ibm.com,1717408,76
Lingfei Wu,@email.wm.edu,3008832,53
Jia1 Wang,@illinois.edu,1694864,828
Vincent W. Zheng,@adsc.com.sg,3113725,47
Zemin Liu,@zju.edu.cn,1779706,57
Kevin Chen-Chuan Chang,@illinois.edu,2491583,139
Yu Wang,,1682675,1816
Qinghua Hu,@tju.edu.cn,1688792,298
Yucan Zhou,,2803189,11
Hong Zhao,,38059533,733
Yuhua Qian,,1771193,101
Jiye Liang,,3300112,141
NhatHai Phan,@njit.edu,3363560,33
Xintao Wu,@uark.edu,7916525,166
Han Hu,,5064202,95
Dejing Dou,@cs.uoregon.edu,1721158,107
Christopher Morris,@tu-dortmund.de,39071506,90
Kristian Kersting,@cs.tu-darmstadt.de,1746871,285
Petra Mutzel,@tu-dortmund.de,1724469,205
Yaqing Wang,,1830497,48
Fenglong Ma,@buffalo.edu,2988239,16
Lu Su,@buffalo.edu,2170726,101
Shaghayegh Gharghabi,@ucr.edu,9146911,5
Yifei Ding,,8844408,6
Chin-Chia Michael Yeh,@ucr.edu,3056465,17
Kaveh Kamgar,,32728466,1
Liudmila Ulanova,@ucr.edu,3335706,28
Kishlay Jha,@buffalo.edu,38906826,7
Vishrawas Gopalakrishnan,@buffalo.edu,2741738,16
Ambika Kaul,,27970309,3
Saket Maheshwary,@research.iit.ac.in,19245157,4
Vikram Pudi,@iiit.ac.in,1787044,83
Shuo Zhou,@student.unimelb.edu.au,3244811,70
Sarah M. Erfani,@unimelb.edu.au,2766863,28
James Bailey,@unimelb.edu.au,2051675,275
Debrup Banerjee,@odu.edu,2806139,7
Kazi Islam,@email.ucr.edu,40204741,33
Gang Mei,,1993427,59
Lemin Xiao,@iai.com,3310095,9
Guangfan Zhang,,3088181,22
Roger Xu,@nih.gov,32320955,53
Shuiwang Ji,@eecs.wsu.edu,1743600,92
Jiang Li,,3893083,656
Dingqi Yang,@unifr.ch,33829042,33
Bin Li,@fudan.edu.cn,1713520,1694
Jaemin Yoo,@snu.ac.kr,31888223,3
Saehan Jo,,32184052,2
Dingxiong Deng,@usc.edu,1812799,15
Cyrus Shahabi,@usc.edu,1773086,396
Ugur Demiryurek,@usc.edu,2478322,39
Linhong Zhu,@isi.edu,2663662,28
Pigi Kouki,@ucsc.edu,2635901,7
Jay Pujara,@cs.umd.edu,2634786,40
Christopher Marcum,@uci.edu,11403782,8
Laura Koehly,,2744403,73
Lise Getoor,@ucsc.edu,1746034,303
Georgios B. Giannakis,@umn.edu,1702112,826
Adriano Augusto,@ut.ee,40135389,5
Raffaele Conforti,@qut.edu.au,34515205,25
Marlon Dumas,@ut.ee,2019552,304
Marcello La Rosa,@qut.edu.au,1691344,159
Xiao He,@neclab.eu,2183875,248
Thomas Gumbsch,,32474239,1
Damian Roqueiro,@bsse.ethz.ch,2733826,23
Karsten Borgwardt,@bsse.ethz.ch,1704422,108
Nickolas Kavantzas,,35153405,3
Minghui Qiu,@smu.edu.sg,2642333,36
Ke Zhang,,1678292,622
Jun Huang,,1691901,608
Xing Shi,,1994590,36
Xiaoguang Wang,,2836617,257
Wei Chu,,2015610,202
Yan Zhu,@ucr.edu,1740068,531
Makoto Imamura,,8886175,27
Daniel Nikovski,@merl.com,2965906,99
He Zhao,@siat.ac.cn,37625386,91
Lan Du,@monash.edu,1723019,102
Wray Buntine,@monash.edu,1854608,155
Gang Liu,,1697913,819
Pengpeng Zhao,@suda.edu.cn,2927967,91
Xiefeng Xu,,3462370,3
Yanchi Liu,@rutgers.edu,3215702,32
Ziting Zhou,,3280672,3
Victor S. Sheng,@uca.edu,2858764,98
James T. Kwok,@cse.ust.hk,1776349,212
Gaurav Pandey,@iisc.ac.in,2686270,131
Ambedkar Dukkipati,,2440174,88
Li Ye,,7384331,288
Hong Xie,,1709209,206
Weijie Wu,@huawei.com,40185051,61
Jiawei Zhang,@cs.fsu.edu,1718428,240
Congying Xia,,3343330,3
Chenwei Zhang,@uic.edu,2418496,28
Limeng Cui,,3122003,18
Alexander Marx,@mpi-inf.mpg.de,1870315,526
Wang-Cheng Kang,@ucsd.edu,2741053,5
Chen Fang,@adobe.com,2442612,244
Zhaowen Wang,@adobe.com,8056043,87
Julian McAuley,@eng.ucsd.edu,1814008,45
Xuchao Zhang,@vt.edu,39154340,121
Liang Zhao,@gmu.edu,39164176,119
Arnold P. Boedihardjo,,2929832,47
Chang-Tien Lu,@vt.edu,1752590,161
Alan Kuhnle,@ufl.edu,2154609,15
Victoria G. Crawford,,9597746,6
My T. Thai,@cise.ufl.edu,1698253,152
Qilong Gu,,3285880,4
Joshua D. Trzasko,@mayo.edu,2416003,66
Arindam Banerjee,@cs.umn.edu,3027563,309
Di Jin,@umich.edu,1860892,149
Danai Koutra,@umich.edu,2479152,72
Janis Kalofolias,,8857102,2
Ali Ziat,,2130720,5
Edouard Delasalles,,32278921,1
Ludovic Denoyer,@lip6.fr,8905591,98
Patrick Gallinari,@lip6.fr,1741426,314
Rui1 Liu,,1684598,803
Soumya Ray,@case.edu,33316629,81
Dear Sungbok Shin,,32326766,1
Minsuk Choi,,1952581,28
Jinho Choi,,40007192,92
Scott Langevin,,2255938,65
Christopher Bethune,,39229386,8
Philippe Horne,,39848947,2
Nathan Kronenfeld,,3207968,5
Ramakrishnan Kannan,,34058303,35
Barry Drake,@cc.gatech.edu,1731900,19
Haesun Park,@cc.gatech.edu,1685928,210
Jaegul Choo,@korea.ac.kr,1795455,91
Fabien Labernia,@dauphine.fr,2123621,5
Bruno Zanuttini,,2486264,68
Brice Mayag,,1682611,27
Florian Yger,@dauphine.fr,1783082,26
Jamal Atif,,1773774,77
Trung Le,@deakin.edu.au,2324985,76
Khanh Nguyen,,1685912,220
Tu Dinh Nguyen,@deakin.edu.au,3314511,29
Dinh Phung,@deakin.edu.au,1749657,242
Tara Safavi,,8495818,5
Chandra Sripada,,19992758,23
Feng Chen,@albany.edu,2650184,280
Baojian Zhou,@albany.edu,2787368,20
Adil Alim,@albany.edu,34265351,5
Xiaosheng Li,,1788117,22
Jessica Lin,@gmu.edu,2301135,86
Arvind Ramanathan,@ornl.gov,2734582,100
Anil Kumar Vullikanti,@vt.edu,3271584,72
Laura Pullum,@ornl.gov,1956099,26
B. Aditya Prakash,@cs.cmu.edu,38013066,81
Shilei Cao,,39367158,12
Buyue Qian,,39835284,38
Changchang Yin,,34856432,7
Xiaoyu Li,,1972958,198
Jishang Wei,,39791510,23
Qinghua Zheng,,33992264,290
Ji Hu,,36188726,64
Zidong Yang,@gwu.edu,3429624,7
Yuanchao Shu,@microsoft.com,39596641,32
Peng Cheng,@iipc.zju.edu.cn,40756835,146
Jiming Chen,@ieee.org,1729225,306
Taejeong Kim,,39716981,32
Masafumi Oyamada,@cq.jp.nec.com,37267314,7
Shinji Nakadai,,1874194,8
Tao Sun,@cs.umass.edu,1688846,365
Dan Sheldon,@cs.umass.edu,1777803,77
Brendan O'Connor,@cs.umass.edu,34379378,1
Duru Turkoglu,@cs.depaul.edu,1692821,12
Usman Shahid,@ndsu.edu,3164047,5
Raza Ahmad,,33098267,20
Padmini Srinivasan,@uiowa.edu,1795211,154
Yifeng Gao,@gmu.edu,2363659,15
Huzefa Rangwala,@cs.gmu.edu,1737800,120
Tsuyoshi Ide,@us.ibm.com,32289854,41
Dzung T. Phan,@us.ibm.com,1796492,23
Jayant Kalagnanam,,1682581,82
Huang Fang,,10244521,43
Minhao Cheng,,2424698,5
Sajal Dash,@vt.edu,2143124,2
Anshuman Verma,@microsoft.com,3447404,9
Chris North,@vt.edu,1796013,238
Biplab Saha,@txstate.edu,29882501,4
Saami Rahman,,40288152,9
Tiffany Connors,,20977255,4
Apan Qasem,,1721526,57
Kanika Sood,@cs.uoregon.edu,35158410,8
Elizabeth Jessup,,2047797,60
Weizhong Qiang,,1797601,68
Yong Cao,,1744732,385
Weiqi Dai,@hust.edu.cn,16208520,63
Deqing Zou,,2068865,159
Apoorv Gupta,@nsit.net.in,2621201,18
Aman Bansal,,25017988,7
Rishab Gupta,,31925906,62
Deepika Naryani,,15082586,2
Apoorvi Sood,,2236810,8
Basheer Qolomany,,20601266,5
Ala Al-Fuqaha,@wmich.edu,1685793,98
Driss Benhaddou,@uh.edu,2256225,60
Ajay Gupta,,1692515,142
Batyrkhan Omarov,@iitu.kz,10693991,7
Aigerim Altayeva,,2877698,10
Andrey Giyenko,,2776752,5
Young Im Cho,,1978914,52
Ari Rasch,,37264036,3
Michael Haidl,@uni-muenster.de,2676488,18
Sergei Gorlatch,@wwu.de,1707325,192
Christian Trott,@sandia.gov,5828650,18
Benoit Morel,,34098513,23
Tomas Flouri,,3357808,44
Alexandros Stamatakis,@h-its.org,1717153,193
Yang1 Li,,1678662,2007
Fang Liu,,1713096,1494
Nong Xiao,@nudt.edu.cn,1730284,265
Jianqiang Zeng,,7216253,13
Lingyu Zhu,,8301799,37
Wen Jiang,,38818051,258
Yuhui Deng,@jnu.edu.cn,35143368,88
Xiaohua Meng,,2424149,16
Cheng Hu,,39921348,49
Yongtao Zhou,,1718061,14
Juan Li,,1787088,1059
Zhengguo Chen,@pitt.edu,3044689,5
Zhiguang Chen,,7711823,63
Wei Chen,,143832731,14520
Heinz Boehmer,,32634815,2
Mark Hinkle,,37462681,5
Richard Wallace Kenyon,,39997022,22
Alan Mickelson,@colorado.edu,5679382,21
Lumpsum Tongsinoot,,35652254,1
Veera Muangsin,@chula.ac.th,2247306,7
Swagata Sharma,,2907351,4
Venkat Durvasulu,@sdstate.edu,30547537,4
Berk Celik,@utbm.fr,32733962,5
Sid Suryanarayanan,,32341502,42
Timothy Hansen,@sdstate.edu,2904279,27
Masatoshi Kawai,,3172870,15
Akihiro Ida,,2623409,11
Kengo Nakajima,,2741369,75
Akash Jain,,2586552,50
Ravindran Balaraman,@cse.iitm.ac.in,1723632,152
Meghrig Terzian,,3088722,5
Hovhaness A. Harutyunyan,,1765729,88
Qian2 Zhang,,1737486,1260
Hua Wang,,1683402,1206
Fangjin Zhu,,2372528,16
Shanwen Yi,,2032035,17
Kang Feng,,37283093,35
Linbo Zhai,,2477329,14
Manojit Ghose,,36911504,8
Pratyush Verma,,35389416,1
Sushanta Karmakar,@iitg.ernet.in,1987809,40
Aryabartta Sahu,@iitg.ernet.in,32151627,18
Sawinder Kaur,,3649880,6
Mihai Kocsis,,40486057,7
Johannes Buyer,,39800565,8
Nico Sußmann,,35509319,1
Raoul Zöllner,,1786012,39
Gheorghe Mogan,,2119066,21
Massimo Marchiori,@math.unipd.it,2661238,90
Nedaa Al Barghuthi,@hct.ac.ae,31129267,3
Sonia Baker,,31129267,3
Huwida Said,@zu.ac.ae,1943105,16
Yidan Wang,,6504842,63
M. Reza Hoseinyfarahabady,,12212141,6
Zijun Wang,,5758171,71
Muhammad Shafiq,,2170071,202
Xiangzhan Yu,,7933066,23
Dawei Wang,,16488638,258
Jie Liu,,1699746,1495
Xin Li,,1685323,829
Hao Zhang,,1682058,1341
Chengcheng Liu,,1859741,184
Lei Dou,,40651849,49
Lei Ju,@sdu.edu.cn,39350835,115
Weichen Qi,,35511831,1
Yunchun Li,@email.arizona.edu,2951748,47
Honggang Zhou,,7678482,32
Xueqi Li,@ucdavis.edu,1991587,50
Chunming Zhang,,1782022,105
Xu Li,,1732849,713
Zhonghai Zhang,@chem.ecnu.edu.cn,3503115,43
Bertil Chapuis,@unil.ch,2964163,126
Benoît Garbinato,@unil.ch,1722985,81
Periklis Andritsos,@utoronto.ca,1739619,55
Chen Zhao,,1830010,406
Ming Cheung,@ust.hk,32049933,36
Hao Liang,,1740670,267
Sudsanguan Ngamsuriyaroj,@mahidol.ac.th,2368347,33
Kittirat Thepsutum,,9341917,2
James Yu,,3123314,15
Mingwei Yang,@email.arizona.edu,8748529,18
Ivan B. Djordjevic,@ece.arizona.edu,5962804,237
Cihan Tunc,@email.arizona.edu,2940282,31
Salim Hariri,,1712474,253
Ali Akoglu,,1799510,69
Slawomir Hanczewski,@et.put.poznan.pl,1720537,28
Maciej Stasiak,,6589337,82
Joanna Weissenberg,,2310025,17
Binfeng Wang,,2005026,12
Jinshu Su,,39363506,218
Junnan Li,,8550244,44
Srinivasan Ramesh,@cs.uoregon.edu,35068009,4
Ravi Nanjundiah,@caos.iisc.ernet.in,3165131,24
P. N. Vinayachandran,@caos.iisc.ernet.in,7913822,10
Rakesh Pandey,@iitg.ernet.in,2610507,133
Lian Du,,26631698,25
Tianyu Wo,,2592610,75
Renyu Yang,@act.buaa.edu.cn,1894612,19
Carlos Vega,,38393834,62
Jose Fernando Zazo,,38607554,6
Hugo Meyer,@uva.nl,2932785,22
Sergio Lopez-Buedo,@naudit.es,1765068,56
Javier Aracil,@etsi.us.es,1714970,150
Chen Li,,40144368,395
Zhonghua Lu,,2769696,59
Yonghong Hu,,34473258,57
Wang Jue,,48094509,47
Praveen Alapati,@cse.iitm.ac.in,34827976,2
Venkata Kalyan Tavva,,9342263,2
Madhu Mutyam,@cse.iitm.ac.in,1702478,65
Gaurav Saxena,,2652547,32
Peter K. Jimack,@leeds.ac.uk,1742197,105
Mark A. Walkley,,33230769,9
Hojin Jung,,2175685,19
Songkuk Kim,,2917665,25
Michael Petrifke,,2869919,3
Jan Friedrich,,37319881,19
Christoph Lindemann,@rvs.informatik.uni-leipzig.de,1792619,93
Amir Nakib,@u-pec.fr,1691421,72
El-Ghazali Talbi,@lifl.fr,1733230,288
Abdelhamid Nafaa,,1921279,42
Dali Zhu,,2556651,27
Wenjing Rong,,11949974,5
Di Wu,,1699240,574
Na Pang,,38217269,28
Cheng Xu,,1694403,284
Xiaohong Huang,,1683114,250
Maode Ma,,1699139,316
Hong Bao,,2090806,168
Lu Zhenping,,1760656,8
Chen Fucai,,9661972,12
Cristóbal A. Navarro,@inf.uach.cl,25530637,10
Raimundo Vega,,34896107,3
Benjamín Bustos,@dcc.uchile.cl,1691646,82
Nancy Hitschfeld,@dcc.uchile.cl,2266518,53
Nicola Cadenelli,@bsc.es,31829814,1
Han Song,,1997194,76
Yongxin Zhu,@sjtu.edu.cn,35884242,87
Junjie Hou,,2959781,46
Han Wu,,36752489,110
Long Li,,25611721,208
Qian Wang,,1729612,1478
Meikang Qiu,@pace.edu,2119644,311
Shubin Su,,9582313,4
Limin Xiao,,13652536,280
Zhoujie Zhang,,35373648,1
Fei Gu,@buaa.edu.cn,39802579,91
Li Ruan,@buaa.edu.cn,1728541,187
Shupan Li,,2369464,4
Zhenxue He,,2517257,15
Zhisheng Huo,,3204038,12
Baicheng Yan,,35416554,1
Haitao Wang,,36207234,52
Kejiao Li,,32697990,3
Hui Li,@pkusz.edu.cn,1703309,2392
Hanxu Hou,@ie.cuhk.edu.hk,3050021,33
Kedan Li,,31652926,5
Yongle Chen,,1775463,23
Matin Hosseini,,31577391,2
Mohsen Amini Salehi,@louisiana.edu,2854134,36
Raju Gottumukkala,,2979244,14
Yongqiang Wang,,2367833,325
Chase Wu,@njit.edu,2069412,148
Aiqin Hou,,2423828,14
Shervin Hajiamini,,1922545,5
Behrooz Shirazi,,1765372,138
Chris Cain,,33360863,16
Dongbo Hong,,40454458,39
Rehana Begam,@utsa.edu,2397343,6
Wei2 Wang,@utsa.edu,1699978,4009
Dakai Zhu,@utsa.edu,1721468,116
Ke Liu,@ict.ac.cn,1710608,509
Sonia Ikken,,1866229,4
Eric Renault,@telecom-sudparis.eu,1871388,205
Amine Barkat,,40626650,6
Tahar Kechadi,,35469130,1
Abdelkamel Tari,,30350962,33
Kartik Joshi,,2757586,5
Arun Raj,,27023186,22
Dharanipragada Janakiram,@iitm.ac.in,1941698,97
Qingtian Gan,,7588439,2
Kun Wang,,1708846,793
Jinmin Yang,,2952910,3
Enquan Yan,,35685541,1
Xiaolong Cui,@cs.pitt.edu,4755641,31
Taieb Znati,,1711470,226
Zheng Zhang,,37361540,702
Zhipeng Tan,,2204183,27
Jianxi Chen,,3269044,29
Wei Zhou,,1720145,1278
Laurence T Yang,@stfx.ca,1690341,634
Yangyang Gao,,3343449,44
Haitao Zhang,,1758209,479
Yanpei Zhu,,25064171,2
Bingchang Tang,,25092963,2
Huadong Ma,,2269883,288
Waqar Haque,,1779771,46
Matthew Fontaine,,34567922,6
Adam Vezina,,35467293,1
Bo Wan,@mail.iggcas.ac.cn,1695071,174
Xi Li,@ustc.edu.cn,6916241,546
Haizhao Luo,,4523297,7
Kaiqi Zhou,,9368082,4
Chao Wang,@mail.ustc.edu.cn,1722340,1545
Xianglan Chen,,2798613,10
Xuehai Zhou,,8453780,177
Chongsheng Yu,,7530678,4
Yu Zhang,,1682848,2471
Jian Qin,,34278336,335
Jie Lu,,1699746,1495
Hamid Reza Faragardi,@mdh.se,2861707,18
Hossein Fotouhi,@mdh.se,2905669,18
Thomas Nolte,@mdh.se,2191832,274
Rahim Rahmani,@dsv.su.se,2627161,41
Georgios Michelogiannakis,@lbl.gov,1900699,28
Zhihao Jia,@cs.stanford.edu,2240460,49
Devavret Makkar,@gatech.edu,35719711,1
David A. Bader,@cc.gatech.edu,1713030,250
Oded Green,@gatech.edu,1723013,34
Ajai George,@goa.bits-pilani.ac.in,34595336,3
Sankar Manoj,,19066514,3
Sanket Gupte,@umbc.edu,32175108,2
Sayantan Mitra,,2586955,21
Santonu Sarkar,@acm.org,40490806,65
Subhadeep Karan,,3451869,3
Jaroslaw Zola,@buffalo.edu,2738904,43
Edward Chuah,@acm.org,1710634,12
Arshad Jhumka,@dcs.warwick.ac.uk,1682292,82
Samantha Alt,,31693355,4
Theo Damoulas,@warwick.ac.uk,7422827,4
Nentawe Gurumdimma,@warwick.ac.uk,2025208,9
Marie-Christine Sawley,,1825061,5
Bill Barth,@tacc.utexas.edu,31625246,19
Tommy Minyard,,1830876,10
James Browne,,1703576,241
Dineshkumar Rajagopal,,35302900,1
Daniele Tafani,,2858300,15
Michael Ott,,39096075,147
Dharanidhar Dang,@tamu.edu,3039850,7
Jyotikrishna Dass,@tamu.edu,40436575,4
Rabi Mahapatra,@cse.tamu.edu,38933347,140
Sunwoo Lee,@eecs.northwestern.edu,1856427,39
Dipendra Jha,@u.northwestern.edu,3371309,9
Ankit Agrawal,@eecs.northwestern.edu,1725914,171
Alok Choudhary,@voxsupinc.com,1686646,451
Wei-Keng Liao,@eecs.northwestern.edu,1847672,116
Pooja Aggarwal,,38739230,46
Sathya Bandara,,35709316,1
Nandula Jayamaha,,35433878,2
Mahen Herath,,9159004,2
Achala Madhushan,,35367497,1
Toyotaro Suzumura,@acm.org,2231831,91
Vasimuddin Md,@cse.iitb.ac.in,2228059,3
Mulya Agung,,9083755,2
Muhammad Alfian Amrizal,,24763687,3
Kazuhiko Komatsu,,2531961,22
Ryusuke Egawa,,2964434,67
Hiroyuki Takizawa,,2067821,106
Harshil Shah,,39504478,26
Siddharth Kamaria,,35480289,1
Riddhesh Markandeya,,35618845,1
Miral Shah,,31715963,2
Bhaskar Chaudhury,@laplace.univ-tlse.fr,30578421,8
Alind Khare,,29235446,4
Vikram Goyal,@iiitd.ac.in,1744939,44
Srikant Baride,,2968419,3
Michael McDermott,@student.gsu.edu,35215647,214
Dhara Shah,,4459907,20
Sushil K. Prasad,@gsu.edu,1710248,145
Ayan Palchaudhuri,@ece.iitkgp.ernet.in,3018450,11
Anindya Sundar Dhar,@ece.iitkgp.ernet.in,3061534,56
Dharma Teja Vooturi,,3376608,3
Upinder Bhalla,@ncbs.res.in,30999299,28
Mingzhe Li,@cse.ohio-state.edu,4631835,93
Arpith Jacob,@cse.wustl.edu,37931567,5
Alexandre Eichenberger,@us.ibm.com,1985764,48
Hyojin Sung,@illinois.edu,2946535,22
Samuel Antao,@sips.inesc-id.pt,2404184,32
Gheorghe-Teodor Bercea,@ibm.com,2043410,16
Carlo Bertolli,@us.ibm.com,3065632,45
Alexey Bataev,,34071538,3
Tian Jin,,1734057,212
Tong Chen,,34520676,551
Rokos Georgios,,2108362,16
Kevin O'Brien,,3728768,166
Sureyya Emre Kurt,@osu.edu,35511217,1
Vineeth Thumma,,35563079,1
