name,gender,n_female,n_male
"Hall, Wendy",F,7,13
"Rezaei, Aria",M,1,1
"Perozzi, Bryan",M,1,1
"Akoglu, Leman",F,0,2
"Rotabi, Rahmtin",M,0,3
"Kamath, Krishna",M,0,3
"Sharma, Aneesh",M,0,3
"Lian, Jianxun",M,0,3
"Sun, Guangzhong",M,0,3
"Mukherjee, Subhabrata",M,0,3
"Strotgen, Jannik",M,0,4
"Weikum, Gerhard",M,1,4
"Sajadmanesh, Sina",M,1,7
"Jafarzadeh, Sina",M,1,7
"Ossia, Seyed Ali",M,1,7
"Haddadi, Hamed",M,1,7
"Musolesi, Mirco",M,1,7
"Cristofaro, Emiliano De",M,3,9
"Stringhini, Gianluca",M,3,12
"Feldman, Michael",M,0,4
"Hu, Subingqian",M,0,4
"Bernstein, Abraham",M,0,4
"Zhang, Yating",F,0,2
"Tanaka, Katsumi",M,1,1
"Lecuyer, Mathias",M,0,2
"Tucker, Max",M,0,2
"Chaintreau, Augustin",M,0,2
"Luo, Ling",F,2,2
"Berkovsky, Shlomo",M,3,1
"Koprinska, Irena",F,2,2
"Cunha, Tiago",M,1,1
"Pappa, Gisele",F,0,2
"Zhang, Shaodian",M,1,4
"Qiu, Lin",M,1,4
"Chen, Frank",M,1,4
"Elhadad, Noemie",F,0,5
"Kon, Bethany",F,0,2
"Lam, Alex",M,1,1
"Wilkinson, Andrea",F,NA,NA
"Charoenkitkarn, Vishuda",F,NA,NA
"O'neill, Judy",NA,2,2
"Kanik, Marc",M,NA,NA
"Chignell, Mark",M,NA,NA
"Tong, Tiffany",F,0,2
"Chan, Jonathan H.",M,1,1
"Duangcham, Patricia",F,1,1
"Vanijja, Vajirasak",M,2,1
"Mizobuchi, Sachi",F,1,1
"Pal, Debajyoti",M,0,1
"Fong, Simon",M,2,3
"Hu, Shimin",F,1,4
"Song, Wei",M,2,3
"Cho, Kyungeun",F,1,4
"Wong, Raymond K.",M,2,3
"Mohammed, Sabah",M,2,3
"Kongburan, Wutthipong",M,0,2
"Kakudi, Habeebah A.",F,0,2
"Loo, Chu Kiong",M,1,1
"Pasupa, Kitsuchart",M,1,1
"Gyrard, Amelie",F,NA,NA
"Serrano, Martin",M,NA,NA
"Jares, Joao Bosco",M,NA,NA
"Datta, Soumya Kanti",NA,1,3
"Ali, Muhammad Intizar",M,NA,NA
"Cohen, Stephen",M,0,1
"Money, William",M,0,1
"Moustaka, Vaia",F,1,1
"Vakali, Athena",F,2,7
"Anthopoulos, Leonidas G.",M,2,1
"Dematis, Ioannis",M,1,1
"Tolikas, Athanasios",M,1,1
"Inselberg, Alfred",M,0,1
"Ambite, Jose Luis",M,2,4
"Fierro, Lily",F,1,5
"Geigl, Florian",M,2,4
"Gordon, Jonathan",M,2,4
"Burns, Gully Apc",M,2,4
"Horn, John D. Van",M,2,4
"Wang, Jingbo",F,1,2
"Aryani, Amir",M,2,1
"Wyborn, Lesley",F,1,2
"Evans, Ben",M,2,1
"Ding, Cong",NA,1,4
"Hu, Jiyao",M,NA,NA
"Chen, Ruichuan",M,NA,NA
"Hui, Pan",M,NA,NA
"Fu, Xiaoming",M,NA,NA
"Tao, Shibo",M,NA,NA
"Wang, Xiaorong",M,NA,NA
"Huang, Weijing",M,NA,NA
"Wang, Tengjiao",NA,0,5
"Lei, Kai",M,NA,NA
"Jin, Jian",M,2,1
"Geng, Qian",F,1,2
"Zhao, Qian",F,1,2
"Zhang, Lixue",M,2,1
"Bai, Xiaomei",F,NA,NA
"Hou, Jie",M,NA,NA
"Du, Hongzhuang",NA,1,3
"Kong, Xiangjie",M,NA,NA
"Effendy, Suhendry",M,NA,NA
"Yap, Roland H.c.",NA,0,1
"Sarkar, Santonu",M,1,1
"Lakdawala, Rumana",F,0,2
"Datta, Subhajit",M,1,1
"Lee, Ivan",M,0,2
"Roos, Goran",M,0,2
"Gupta, Shashank",M,0,1
"Varma, Vasudeva",M,0,1
"Kabuka, Mansur R.",M,0,1
"Lee, Po-Shen",M,0,4
"Grechkin, Maxim",M,0,4
"Yang, Sean T.",M,0,4
"West, Jevin D.",M,0,5
"Portenoy, Jason",M,0,1
"Chatzakou, Despoina",F,1,4
"Kourtellis, Nicolas",M,2,3
"Edwards, Matthew",M,NA,NA
"Peersman, Claudia",F,NA,NA
"Rashid, Awais",M,NA,NA
"Mba, Gibson",M,0,3
"Onaolapo, Jeremiah",M,0,3
"Cavallaro, Lorenzo",M,0,3
"Whitty, Monica",F,NA,NA
"Levi, Michael",M,NA,NA
"Sasse, Angela",F,NA,NA
"Sorell, Tom",M,NA,NA
", Gianluca Stringhini",NA,3,4
"Li, Yongjun",M,1,3
"Peng, You",F,0,4
"Xu, Quanqing",M,1,3
"Zhang, Kewei",M,0,2
"Arablouei, Reza",M,0,2
"Jurdak, Raja",M,0,2
"Shi, Zhenkun",M,NA,NA
"Zuo, Wanli",NA,NA,NA
"Chen, Weitong",F,NA,NA
"Yue, Lin",F,NA,NA
"Han, Jiayu",NA,NA,NA
"Feng, Lizhou",NA,NA,NA
"Taheri, Seyed Mohammad",M,1,4
"Mahyar, Hamidreza",M,1,4
"Firouzi, Mohammad",M,1,4
"K., Elahe Ghalebi",F,0,5
"Grosu, Radu",M,2,10
"Movaghar, Ali",M,1,4
"Chen, Hongxu",M,NA,NA
"Chen, Tong",NA,3,2
"Jiang, Fang-Zhou",M,1,3
"Thilakarathna, Kanchana",F,0,4
"Hassan, Mahbub",M,1,3
"Ji, Yusheng",M,1,3
"Seneviratne, Aruna",M,1,3
"Jiang, Huizhen",F,0,4
"Bekele, Teshome Megersa",M,1,3
"Xu, Zhenzhen",M,1,3
"Sohail, Ammar",M,0,3
"Taniar, David",M,0,3
"Zufle, Andreas",M,0,3
"Jeong-Ho, Park",M,0,3
"Greco, Sergio",M,2,1
"Molinaro, Cristian",M,2,1
"Pulice, Chiara",F,1,2
"Quintana, Ximena",F,1,2
"Hayashi, Ryota",M,0,2
"Shimizu, Nobuyuki",M,0,2
"Morishima, Atsuyuki",M,0,2
"Zhang, Menghao",NA,2,1
"Hu, Binbin",M,NA,NA
"Shi, Chuan",F,NA,NA
"Wang, Bai",F,NA,NA
"Zhang, Limeng",M,NA,NA
"Jiang, Haixin",NA,0,4
"Wang, Hua",M,NA,NA
"Zhang, Yanchun",M,NA,NA
"Avvenuti, Marco",M,NA,NA
"Bellomo, Salvatore",M,NA,NA
"Polla, Mariantonietta Noemi La",F,NA,NA
", Maurizio Tesconi",NA,1,3
"Wandabwa, Herman",M,0,2
"Naeem, M. Asif",M,0,2
"Mirza, Farhaan",M,0,2
"Hu, Pengwei",M,NA,NA
"Chan, Keith C.c.",NA,0,2
"He, Tiantian",M,NA,NA
"Third, Allan",M,0,1
"Domingue, John",M,0,1
"Lemieux, Victoria L.",F,0,1
"Sporny, Manu",M,1,0
"Shah, Nolan",M,1,4
"Gao, Zhimin",M,1,4
"Shi, Weidong",M,1,4
"Tomko, Martin",M,0,0
"Brambilla, Marco",M,0,3
"Ceri, Stefano",M,0,3
"Daniel, Florian",M,0,3
"Donetti, Gianmarco",M,0,3
"Smarzaro, Rodrigo",M,0,2
"Lima, Tiago Franca De Melo",M,0,2
"Davis, Clodoveu A.",M,0,2
"Vandewiele, Gilles",M,1,6
"Colpaert, Pieter",M,1,6
"Janssens, Olivier",M,1,6
"Herwegen, Joachim Van",M,1,6
"Verborgh, Ruben",M,1,6
"Mannens, Erik",M,1,6
"Ongenae, Femke",F,0,7
"Jia, Adele Lu",F,NA,NA
"Shen, Siqi",NA,1,3
"Chen, Shengling",M,NA,NA
"Iosup, Alexandru",M,NA,NA
"Kurka, David Burth",M,0,2
"Godoy, Alan",M,0,2
"Zuben, Fernando J. Von",M,0,2
"Mathews, Peter",M,0,3
"Mitchell, Lewis",M,0,3
"Nguyen, Giang",M,0,3
"Bean, Nigel",M,0,3
"Sakamoto, Shohei",M,0,1
"Eguchi, Koji",M,0,1
"Taxidou, Io",F,0,1
"Fischer, Peter M.",M,1,0
"Gomez-Rodriguez, Manuel",M,0,0
"Chen, Fuxiang",M,0,1
"Lim, Hongjun",M,3,2
"Chung, Choongho",M,3,2
"Kim, Jihee",F,2,3
"Kim, Juho",M,3,2
"Moon, Sue",F,2,4
"Hou, Weigang",M,1,1
"Ning, Zhaolong",M,1,1
"Guo, Lei",F,0,2
"Perez, Claudia De Los Rios",F,1,2
"Mcmeekin, David A.",M,2,1
"Falkmer, Marita",F,1,2
"Tan, Tele",M,2,1
"Fischer, Shira H.",F,0,1
"Santos, Tiago",M,0,2
"Walk, Simon",M,0,4
"Helic, Denis",M,0,4
"Koncar, Philipp",M,0,3
"Strohmaier, Markus",M,0,3
"Canneyt, Steven Van",M,1,2
"Haines, Andy",M,1,2
"Jeong, Jiwan",M,1,0
"Agarwal, Prabal",M,0,1
"Chavoshi, Nikan",F,0,2
"Hamooni, Hossein",M,1,1
"Mueen, Abdullah",M,1,1
"Arnold, Thomas",M,1,2
"Daxenberger, Johannes",M,1,2
"Gurevych, Iryna",F,0,3
"Weihe, Karsten",M,1,2
"Harder, Reed H.",M,0,4
"Velasco, Alfredo",M,0,4
"Evans, Michael",M,0,4
"An, Chuankai",M,0,4
"Rockmore, Daniel",M,0,4
"Dahm, Erik",M,0,3
"Schubotz, Moritz",M,0,3
"Meuschke, Norman",M,0,3
"Gipp, Bela",M,0,3
"Pantaleo, Ester",F,0,3
"Anelli, Vito Walter",M,1,2
"Noia, Tommaso Di",M,1,2
"Serasset, Gilles",M,1,2
"Pochampally, Yashaswi",M,0,1
"Karlapalem, Kamalakar",M,0,1
"Sarabadani, Amir",M,0,2
"Halfaker, Aaron",M,0,2
"Taraborelli, Dario",M,0,2
"Spasojevic, Nemanja",M,1,1
"Bhargava, Preeti",F,0,2
"Hu, Guoning",M,1,1
"Price, Simon",M,7,12
"Earl, Graeme",M,7,12
"Tiropanis, Thanassis",M,8,13
"Tinati, Ramine",M,8,12
"Gandolfi, Eleonora",F,6,13
"Gatewood, Jane",F,6,13
"Boateng, Richard",M,7,12
"Denemark, David",M,7,12
"Groflin, Alexander",M,7,12
"Loader, Brian",M,7,12
"Schmidt, Maxine",F,6,13
"Billings, Marilyn",F,6,13
"Spanakis, Gerasimos",M,7,12
"Suleman, Hussein",M,7,12
"Tsoi, Kelvin",M,7,12
"Wessels, Bridgette",F,6,13
"Birkin, Mark",M,7,12
"Madaan, Aastha",F,2,3
"Siow, Eugene",M,2,1
"Zhang, Rongxin",M,0,0
"Lehmann, Jens",M,NA,NA
"Capadisli, Sarven",M,NA,NA
"Janowicz, Krzysztof",M,NA,NA
"Bizer, Christian",M,NA,NA
"Heath, Tom",M,NA,NA
"Hogan, Aidan",M,NA,NA
", Tim Berners-Lee",NA,0,7
"Gonzalez-Beltran, Alejandra",F,1,2
"Osborne, Francesco",M,2,1
"Peroni, Silvio",M,2,1
"Vahdati, Sahar",F,1,2
"Cormack, Gordon V.",M,1,0
"Grossman, Maura R.",F,0,1
"Chen, Ye",NA,1,3
"Lu, Xiaolu",F,0,2
"Su, Yuxin",M,0,2
"Lyu, Michael",M,0,2
"Xiong, Chenyan",M,0,5
"Dai, Zhuyun",M,0,4
"Callan, Jamie",M,0,5
"Dehghani, Mostafa",M,0,4
"Zamani, Hamed",M,0,4
"Severyn, Aliaksei",M,0,4
"Kamps, Jaap",M,0,4
"Croft, W. Bruce",M,1,7
"Chaidaroon, Suthee",M,0,1
"Wang, Chuan-Ju",F,0,4
"Wang, Ting-Hsiang",M,1,3
"Yang, Hsiu-Wei",M,1,3
"Chang, Bo-Sin",M,1,3
"Tsai, Ming-Feng",M,1,3
"Ren, Pengjie",M,1,4
"Chen, Zhumin",M,1,4
"Campos, Raphael",M,NA,NA
"Canuto, Sergio",NA,NA,NA
"Salles, Thiago",M,NA,NA
"Sa, Clebson C. A. De",NA,NA,NA
"Goncalves, Marcos Andre",M,NA,NA
"Liu, Jingzhou",M,1,2
"Edwards, Ashlee",F,1,0
"Kelly, Diane",F,1,0
"Maxwell, David",M,0,2
"Azzopardi, Leif",M,0,2
"Moshfeghi, Yashar",M,0,2
"Sarrafzadeh, Bahareh",F,0,1
"Harvey, Morgan",M,0,3
"Pointon, Matthew",M,0,1
"Kholy, Ahmed El",M,0,4
"Khabsa, Madian",M,0,4
"Yang, Chunfeng",M,NA,NA
"Yan, Huan",NA,0,4
"Yu, Donghan",M,NA,NA
"Li, Yong",M,NA,NA
"Chiu, Dah Ming",M,NA,NA
"Samborskii, Ivan",M,0,3
"Filchenkov, Andrey",M,0,3
"Chen, Bowei",M,0,2
"Canamares, Rocio",NA,0,1
"Castells, Pablo",M,NA,NA
"Yang, Liu",M,1,2
"Dumais, Susan T.",F,2,5
"Awadallah, Ahmed Hassan",M,1,2
"Zhang, Keyang",M,0,6
"Tao, Fangbo",M,0,6
"Hanratty, Tim",M,0,9
"Zhang, Shuo",M,0,1
"Craswell, Nick",M,3,1
"Radlinski, Filip",M,3,1
"Xie, Xiaohui",M,NA,NA
"Wang, Xiaochuan",NA,4,3
"Wu, Zhijing",F,NA,NA
"Wu, Yingying",F,NA,NA
"Ong, Kevin",M,NA,NA
"Jarvelin, Kalervo",NA,0,3
"Sanderson, Mark",M,NA,NA
"Scholer, Falk",M,NA,NA
"Edizel, Bora",M,1,1
"Mantrach, Amin",M,1,1
"Bai, Xiao",F,0,2
"Ai, Qingyao",M,1,6
"Qin, Zheng",M,0,5
"Lim, Kwan Hui",M,1,2
"Chan, Jeffrey",M,1,2
"Karunasekera, Shanika",F,0,3
"Chen, Jingyuan",M,0,5
"Cai, Renqin",M,0,2
"Shi, Bei",M,NA,NA
"Jameel, Shoaib",M,NA,NA
"Schockaert, Steven",M,NA,NA
"Lai, Kwun Ping",NA,0,4
"Pang, Bo",M,0,2
"Bailey, Peter",M,0,2
"Jiang, Jiepu",M,0,2
"He, Daqing",M,0,2
"Allan, James",M,0,2
"Roegiest, Adam",M,1,1
"Tan, Luchen",F,0,2
"Xu, Yinghui",NA,1,11
"Chen, Ruey-Cheng",M,0,3
"Gallagher, Luke",M,0,3
"Raifer, Nimrod",M,1,2
"Raiber, Fiana",F,0,3
"Kurland, Oren",M,1,2
"Sondhi, Parikshit",M,0,2
"Glater, Rafael",M,0,2
"Santos, Rodrygo L. T.",M,0,2
"Ziviani, Nivio",M,0,2
"Macdonald, Craig",M,0,2
"Tonellotto, Nicola",M,0,6
"Ounis, Iadh",M,0,2
"Gong, Yu",M,NA,NA
"Wang, Benyou",M,NA,NA
"Zhang, Peng",M,NA,NA
"Zhang, Dell",M,NA,NA
"Kim, Jung Hyun",M,NA,NA
"Li, Mao-Lin",M,NA,NA
"Candan, K. Selcuk",NA,1,2
"Sapino, Maria Luisa",F,NA,NA
"Xia, Long",M,2,3
"Guo, Jiafeng",M,2,3
"Zeng, Wei",F,1,4
"Cheng, Xueqi",M,2,3
"Jiang, Zhengbao",M,0,5
"Dou, Zhicheng",M,0,5
"Zhao, Wayne Xin",M,0,5
"Nie, Jian-Yun",M,0,5
"Yue, Ming",M,0,5
"Syed, Rohail",M,0,1
"Collins-Thompson, Kevyn",M,0,1
"Ivanov, Sergei",M,0,3
"Theocharidis, Konstantinos",M,0,3
"Terrovitis, Manolis",M,0,3
"Karras, Panagiotis",M,0,3
"Elsweiler, David",M,0,2
"Trattner, Christoph",M,0,2
"Cao, Da",M,0,6
"Wei, Xiaochi",M,0,6
"Zhu, Shunzhi",M,0,6
"Wu, Shunxiang",M,0,6
"Goodwin, Bob",M,1,5
"Hopcroft, Michael",M,1,5
"Luu, Dan",M,1,5
"Clemmer, Alex",M,1,5
"Curmei, Mihaela",M,1,5
"Elnikety, Sameh",M,1,5
"He, Yuxiong",F,0,6
"Pibiri, Giulio Ermanno",M,0,1
"Venturini, Rossano",M,0,5
"Mallia, Antonio",M,0,4
"Ottaviano, Giuseppe",M,0,4
"Porciani, Elia",M,0,4
"Li, Jinfeng",M,0,6
"Huang, Yuzhen",M,0,6
"Zhao, Yunjian",M,0,6
"Yan, Xiao",M,0,6
"Zhao, Ruihao",M,0,6
"Bi, Keping",F,0,4
"Cheng, Zhiyong",M,0,4
"Shen, Jialie",M,0,4
"Kermarrec, Anne-Marie",F,1,1
"Taziki, Mahsa",F,1,1
"Biega, Asia J.",F,0,2
"Roy, Rishiraj Saha",M,1,1
"Yan, Rui",M,0,2
"Zhao, Dongyan",M,0,2
"Phan, Minh C",M,0,3
"Tuan, Luu Anh",M,0,3
"Kumar, Vineet",M,0,1
"Joshi, Sachindra",M,0,1
"Shiga, Sosuke",M,1,3
"Trippas, Johanne",F,0,4
"Huang, Haoran",M,NA,NA
"Wu, Jindou",NA,1,2
"Cao, Cheng",M,0,4
"Ge, Hancheng",M,0,6
"Lu, Haokai",M,0,4
"Caverlee, James",M,0,6
"Zhang, Yuan",M,NA,NA
"Lyu, Tianshu",NA,1,1
"Hasibi, Faegheh",F,0,2
"Bratsberg, Svein Erik",M,1,1
"Bouraoui, Zied",M,0,2
"Benson, Austin R.",M,0,3
"Gleich, David F.",M,0,3
"Spring, Ryan",M,0,1
"Liu, Liyuan",M,0,6
"Lei, Dongming",M,0,6
"Guidotti, Riccardo",M,2,2
"Monreale, Anna",F,1,3
"Nanni, Mirco",M,2,2
"Giannotti, Fosca",F,1,3
"Pedreschi, Dino",M,2,2
"Angelino, Elaine",F,2,2
"Larus-Stone, Nicholas",M,3,1
"Alabi, Daniel",M,3,1
"Zhao, Huan",M,NA,NA
"Li, Jianda",NA,0,4
"Lee, Dik Lun",M,NA,NA
"Mandros, Panagiotis",M,0,2
"Vreeken, Jilles",M,0,4
"Liu, Junming",M,NA,NA
"Fu, Yanjie",M,NA,NA
"Ming, Jingci",M,NA,NA
"Ren, Yong",NA,0,5
"Sun, Leilei",M,NA,NA
"Luo, Tingjin",M,NA,NA
"Qiu, Shuang",M,NA,NA
"Yi, Dongyun",NA,1,6
"Wang, Guangtao",M,NA,NA
"Wang, Sibo",M,0,4
"Yang, Renchi",M,0,4
"Wei, Zhewei",M,0,4
"Yang, Yin",M,0,4
"Cohen, Reuven",M,0,2
"Katzir, Liran",M,0,2
"Yehezkel, Aviv",M,0,2
"Zaki, Mohammed",M,0,1
"Shah, Parikshit",M,0,2
"Soni, Akshay",M,0,2
"Chevalier, Troy",M,0,2
"Liu, Rui2",M,0,5
"Ge, Yong",M,2,9
"Zheng, Kevin Kai",M,NA,NA
"Zheng, Yan",F,0,1
"Phillips, Jeff",M,1,0
"Yu, Yao-Liang",M,1,1
"Ludwig, Jens",M,1,3
"Mullainathan, Sendhil",M,1,3
"Dong, Yuxiao",M,0,2
"Swami, Ananthram",M,0,2
"Zang, Chengxi",M,0,3
"Epasto, Alessandro",M,0,2
"Dau, Hoang Anh",F,0,1
"Keogh, Eamonn",M,4,6
"Hope, Tom",M,1,2
"Chan, Joel",M,1,2
"Kittur, Aniket",M,1,2
"Xun, Guangxu",M,2,3
"Zhang, Aidong",F,1,4
"Mautz, Dominik",M,1,2
"Ye, Wei",M,1,2
"Plant, Claudia",F,0,3
"Bohm, Christian",M,1,2
"Bai, Zilong",M,1,3
"Walker, Peter",M,1,3
"Tschiffely, Anna",F,0,4
"Baytas, Inci",F,1,4
"Jain, Anil K.",M,2,3
"Zhou, Jiayu",M,3,6
"Tagami, Yukihiro",M,0,0
"Liu, Qin",M,1,3
"Li, Zhenguo",M,1,3
"Liu, Guannan",M,NA,NA
"Teng, Mingfei",NA,0,3
"Sathe, Saket",M,0,1
"Tao, Xianping",M,NA,NA
"Lu, Jian",M,NA,NA
"Kobren, Ari",M,0,3
"Monath, Nicholas",M,0,3
"Wang, Yong",M,0,5
"Shi, Conglei",M,0,5
"Buchler, Norbou",M,0,5
"Song, Qingquan",M,0,4
"Gu, Bin",M,0,2
"Liu, Guodong",M,0,2
"Zhang, Haoyu",M,0,1
"Li, Xiaopeng",M,0,1
"Zhang, Hefu",M,2,4
"Li, Huayu",F,1,5
"Wu, Le",F,1,5
"Wang, Pengfei",M,0,4
"Hu, Wenqing",M,0,8
"Hallac, David",M,0,4
"Vare, Sagar",M,0,3
"Perros, Ioakeim",M,1,5
"Papalexakis, Evangelos E.",M,1,5
"Vuduc, Richard",M,1,5
"Searles, Elizabeth",F,0,6
"Thompson, Michael",M,1,5
"Zhang, Muhan",M,0,1
"Chen, Yixin",M,0,1
"Zhou, Dawei",M,1,5
"Zhang, Si",M,1,5
"Yildirim, Mehmet Yigit",M,1,5
"Alcorn, Scott",M,1,5
"Davulcu, Hasan",M,1,5
"Zhou, Chong",M,0,1
"Paffenroth, Randy",M,0,1
"Wu, Liwei",M,0,2
"He, Junxian",M,1,3
"Huang, Ying",F,0,4
"Tolomei, Gabriele",M,1,2
"Haines, Andrew",M,1,2
"Fox, Ian",M,4,0
"Ang, Lynn",F,3,1
"Jaiswal, Mamta",F,3,1
"Pop-Busui, Rodica",F,3,1
"Wiens, Jenna",F,3,1
"Ragin, Ann",F,1,4
"Ribeiro, Leonardo F. R.",M,0,2
"Saverese, Pedro H. P.",M,0,2
"Figueiredo, Daniel R.",M,0,2
"Park, Youngsuk",M,0,3
"Shi, Yu",M,1,3
"Chan, Po-Wei",M,1,3
"Gui, Huan",F,0,4
"Gu, Yupeng",M,1,1
"Gao, Jianxi",M,1,1
"Avin, Chen",M,0,3
"Lotker, Zvi",M,0,3
"Nahum, Yinon",M,0,3
"Peleg, David",M,0,3
"Li, Xiaoli",M,0,1
"Huan, Jun Luke",M,0,1
"Cohen, Edith",F,0,0
"Conte, Alessio",M,2,2
"Firmani, Donatella",F,1,3
"Mordente, Caterina",F,1,3
"Torlone, Riccardo",M,2,2
"Shen, Chih-Ya",M,NA,NA
"Huang, Liang-Hao",NA,0,5
"Yang, De-Nian",M,NA,NA
"Shuai, Hong-Han",M,NA,NA
"Lee, Wang-Chien",M,NA,NA
"Chen, Ming-Syan",M,NA,NA
"Yen, Ian E. H.",M,0,5
"Dai, Wei",M,0,5
"Li, Yan",M,1,3
"Zhu, Dongxiao",M,1,3
"Liu, Xinyue",M,NA,NA
"Song, Yuanfang",F,NA,NA
"Zhang, Yao",NA,2,6
"Kong, Xiangnan",M,NA,NA
"Chen, Wuji",NA,0,5
"Huang, He",M,NA,NA
"Liu, Hengchang",M,NA,NA
"Zhou, Yao",M,1,0
"Bian, Yuchen",M,0,3
"Ni, Jingchao",M,0,3
"Cheng, Wei",M,0,7
"Sengupta, Neha",F,1,1
"Hamann, Michael",M,2,0
"Wagner, Dorothea",F,1,1
"Li, Jianbo",M,2,0
"Zhu, Yada",F,1,1
"Nguyen, Quoc Viet Hung",M,0,5
"Liu, Chenghao",M,1,2
"Moharrer, Armin",M,0,1
"Ioannidis, Stratis",M,0,1
"Xiong, Haoyi",M,0,4
"Guo, Zhishan",M,0,4
"Li, Cheng2",M,1,3
"Zhao, Weizhong",NA,0,2
"Xu, Xiaowei",M,NA,NA
"He, Jin",F,0,2
"Wu, Xindong",M,1,1
"Araujo, Miguel Ramos De",M,0,2
"Ribeiro, Pedro Manuel Pinto",M,0,2
"Wang, Binghui",M,0,2
"Gong, Neil Zhenqiang",M,0,2
"Chen, Pin-Yu",M,0,1
"Wu, Lingfei",M,0,1
"Wang, Jia1",M,0,3
"Wang, Yu",NA,2,3
"Zhou, Yucan",F,NA,NA
"Zhao, Hong",F,NA,NA
"Qian, Yuhua",M,NA,NA
"Liang, Jiye",M,NA,NA
"Phan, Nhathai",M,NA,NA
"Wu, Xintao",M,0,3
"Hu, Han",M,0,3
"Dou, Dejing",M,0,3
"Morris, Christopher",M,1,1
"Mutzel, Petra",F,0,2
"Wang, Yaqing",F,2,1
"Ma, Fenglong",F,2,1
"Su, Lu",M,3,0
"Gharghabi, Shaghayegh",F,1,4
"Ding, Yifei",M,2,3
"Yeh, Chin-Chia Michael",M,2,4
"Kamgar, Kaveh",M,2,3
"Ulanova, Liudmila",F,1,4
"Jha, Kishlay",M,1,3
"Gopalakrishnan, Vishrawas",M,1,3
"Kaul, Ambika",F,0,2
"Maheshwary, Saket",M,1,1
"Pudi, Vikram",M,1,1
"Zhou, Shuo",M,1,1
"Erfani, Sarah M.",F,0,2
"Banerjee, Debrup",M,NA,NA
"Islam, Kazi",M,NA,NA
"Mei, Gang",M,NA,NA
"Xiao, Lemin",NA,NA,NA
"Zhang, Guangfan",NA,NA,NA
"Xu, Roger",M,NA,NA
"Ji, Shuiwang",M,NA,NA
"Li, Jiang",M,NA,NA
"Yang, Dingqi",M,1,2
"Rettig, Laura",F,0,3
"Cudre-Mauroux, Philippe",M,1,2
"Cui, Yi",M,0,3
"Xiao, Di",M,0,3
"Cline, Daren B. H.",M,0,3
"Loguinov, Dmitri",M,0,3
"Yoo, Jaemin",M,0,2
"Jo, Saehan",M,0,2
"Kang, U",M,0,2
"Deng, Dingxiong",M,1,2
"Shahabi, Cyrus",M,1,2
"Demiryurek, Ugur",M,1,2
"Zhu, Linhong",F,0,3
"Kouki, Pigi",F,2,2
"Pujara, Jay",M,3,1
"Marcum, Christopher",M,3,1
"Koehly, Laura",F,2,2
"Getoor, Lise",F,2,2
"Giannakis, Georgios B.",M,0,0
"Augusto, Adriano",M,0,3
"Conforti, Raffaele",M,0,3
"Dumas, Marlon",M,0,3
"Rosa, Marcello La",M,0,3
"He, Xiao",M,0,3
"Gumbsch, Thomas",M,0,3
"Roqueiro, Damian",M,0,3
"Borgwardt, Karsten",M,0,3
"Kavantzas, Nickolas",M,0,2
"Qiu, Minghui",M,NA,NA
"Zhang, Ke",M,NA,NA
"Huang, Jun",NA,NA,NA
"Shi, Xing",NA,NA,NA
"Wang, Xiaoguang",M,NA,NA
"Chu, Wei",M,NA,NA
"Zhu, Yan",F,0,3
"Imamura, Makoto",M,1,2
"Liu, Gang",M,0,3
"Zhou, Ziting",NA,NA,NA
"Pandey, Gaurav",M,0,1
"Ye, Li",M,0,3
"Xie, Hong",M,0,3
"Wu, Weijie",M,0,3
"Lui, John C. S.",M,0,3
"Xia, Congying",F,1,4
"Zhang, Chenwei",M,2,3
"Cui, Limeng",F,1,4
"Marx, Alexander",M,0,1
"Kang, Wang-Cheng",M,0,3
"Zhang, Xuchao",M,0,3
"Boedihardjo, Arnold P.",M,0,3
"Lu, Chang-Tien",M,0,3
"Kuhnle, Alan",M,1,1
"Crawford, Victoria G.",F,0,2
"Thai, My T.",M,1,1
"Gu, Qilong",NA,0,2
"Trzasko, Joshua D.",M,NA,NA
"Koutra, Danai",F,1,2
"Kalofolias, Janis",M,0,2
"Ziat, Ali",M,0,3
"Delasalles, Edouard",M,0,3
"Gallinari, Patrick",M,0,3
"Liu, Rui1",M,0,1
"Ray, Soumya",M,0,1
"Shin, Dear Sungbok",NA,1,9
"Choi, Minsuk",M,NA,NA
"Choi, Jinho",M,NA,NA
"Langevin, Scott",M,NA,NA
"Bethune, Christopher",M,NA,NA
"Horne, Philippe",M,NA,NA
"Kronenfeld, Nathan",M,NA,NA
"Kannan, Ramakrishnan",M,NA,NA
"Drake, Barry",M,NA,NA
"Labernia, Fabien",M,0,4
"Zanuttini, Bruno",M,0,4
"Mayag, Brice",M,0,4
"Yger, Florian",M,0,4
"Atif, Jamal",M,0,4
"Nguyen, Khanh",M,0,4
"Nguyen, Tu Dinh",M,0,4
"Safavi, Tara",F,1,1
"Sripada, Chandra",M,2,0
"Chen, Feng",M,0,3
"Zhou, Baojian",M,0,3
"Alim, Adil",M,0,3
"Li, Xiaosheng",M,1,0
"Lin, Jessica",F,0,3
"Ramanathan, Arvind",M,NA,NA
"Vullikanti, Anil Kumar",M,NA,NA
"Pullum, Laura",F,NA,NA
"Cao, Shilei",M,1,5
"Qian, Buyue",M,1,5
"Yin, Changchang",M,1,5
"Li, Xiaoyu",F,0,6
"Wei, Jishang",M,1,5
