name,gs_email,gender,country,sector,npubs,hindex,hindex5y,i10index,i10index5y,citedby,s2npubs
"Chaintreau, Augustin",@cs.columbia.edu,M,US,EDU,107,30,26,39,33,6171,
"Chaix, Fabien",,M,,,,,,,,,20
"Chajed, Tej",,M,US,EDU,,,,,,,7
"Chakaravarthy, Venkatesan T.",@in.ibm.com,M,IN,COM,78,16,12,21,14,974,64
"Chakrabarti, Aniket",@osu.edu,M,US,EDU,12,3,3,1,1,61,13
"Chakrabarti, Dhruva R.",,M,,,,,,,,,34
"Chakraborty, Soubhik",,M,,,,,,,,,50
"Chakraborty, Sourav",@osu.edu,M,US,EDU,11,3,3,1,1,29,14
"Challen, Geoffrey",@buffalo.edu,M,US,EDU,62,16,14,20,15,6077,
"Chamberlain, Brad",,M,,,,,,,,,
"Chambreau, Christopher M.",,M,US,GOV,,,,,,,1
"Chamith, Buddhika",@indiana.edu,M,US,EDU,5,2,2,0,0,8,4
"Chan, Chee-Yong",@comp.nus.edu.sg,M,SG,EDU,87,29,20,45,31,4842,68
"Chan, David Yu Cheng",,M,US,EDU,,,,,,,9
"Chan, Eric S.",,M,,,,,,,,,18
"Chan, Helen H. W.",@cse.cuhk.edu.hk,F,HK,EDU,3,1,1,1,1,17,3
"Chan, Hubert",@cs.hku.hk,M,HK,EDU,71,17,15,26,23,2056,
"Chan, Jeffrey",@rmit.edu.au,M,AU,EDU,63,13,13,21,18,611,98
"Chan, Joel",@cs.cmu.edu,M,US,EDU,34,8,8,7,7,396,29
"Chan, Keith",@comp.polyu.edu.hk,M,HK,EDU,527,34,24,119,66,5223,
"Chan, Michael",,M,,,,,,,,,226
"Chan, Philip",@cs.fit.edu,M,US,EDU,111,41,29,61,44,10741,
"Chan, Po-Wei",@me.mcu.edu.tw,M,US,EDU,1,1,1,0,0,3,1
"Chan, Tsz Nam",@comp.polyu.edu.hk,M,HK,EDU,3,1,1,0,0,2,3
"Chan, Yuandong",,M,CN,EDU,,,,,,,5
"Chandola, Varun",@buffalo.edu,M,US,EDU,90,17,15,18,17,5582,69
"Chandra, Abhishek",@umn.edu,M,US,EDU,93,23,19,40,35,2912,139
"Chandra, Ranveer",@microsoft.com,F,,COM,434,47,38,111,95,12233,103
"Chandramouli, Badrish",@microsoft.com,M,,COM,72,18,15,23,19,857,72
"Chandramowlishwaran, Aparna",@uci.edu,F,US,EDU,27,11,11,12,11,750,24
"Chandran, Nishanth",@microsoft.com,M,,COM,39,13,12,16,15,806,44
"Chandrasekar, Kavitha",@gatech.edu,F,US,EDU,11,5,4,1,1,47,13
"Chandrasekaran, Sunita",@udel.edu,F,US,EDU,46,7,7,4,4,179,
"Chandrashekhara, Sharath",@buffalo.edu,M,US,EDU,9,2,2,0,0,7,9
"Chang, Bo-Sin",,M,TW,EDU,,,,,,,1
"Chang, Bor-Yuh Evan",@cs.colorado.edu,M,US,EDU,73,16,13,25,18,1638,
"Chang, Choong-Seock",,M,,,,,,,,,17
"Chang, Ee-Chien",@comp.nus.edu.sg,M,SG,EDU,107,28,21,53,32,2832,119
"Chang, Hyunseok",@nokia.com,M,,COM,32,16,13,19,13,1891,31
"Chang, Jichuan",@google.com,M,,COM,121,21,17,31,25,2487,
"Chang, Kenneth",,M,US,EDU,,,,,,,64
"Chang, Kevin",@illinois.edu,M,US,EDU,171,42,29,85,51,8941,
"Chang, Kevin Chen-Chuan",@illinois.edu,M,US,EDU,176,43,29,87,53,9143,139
"Chang, Kevin R.",@cmu.edu,M,US,EDU,19,7,7,7,7,428,18
"Chang, Li-Pin",@cs.nctu.edu.tw,M,TW,EDU,69,17,14,20,16,2329,70
"Chang, Li-Wen",@illinois.edu,M,US,EDU,31,11,11,11,11,739,74
"Chang, Lijun",@cse.unsw.edu.au,M,AU,EDU,43,15,15,16,16,795,60
"Chang, Rocky",@comp.polyu.edu.hk,M,HK,EDU,132,21,16,43,29,2569,99
"Chang, Rong N.",,M,,,,,,,,,
"Chang, Ting-Jung",,F,US,EDU,,,,,,,4
"Chang, Wan-Teh",,M,,,,,,,,,3
"Chang, Wei-Cheng",@andrew.cmu.edu,M,US,EDU,8,3,3,2,2,55,33
"Chang, Wooseok",,M,,COM,,,,,,,6
"Chang, Xiaojun",@andrew.cmu.edu,M,US,EDU,46,15,15,18,18,577,79
"Chang, Yi",,M,,,,,,,,,
"Chang, Yiyang",@purdue.edu,M,US,EDU,12,4,4,1,1,29,7
"Chang-Fong, Nicholas",,M,CA,EDU,,,,,,,4
"Changsheng, Xie",,M,US,EDU,,,,,,,274
"Chao, Clifford",,M,,,,,,,,,22
"Chao, Lu",@ict.ac.cn,M,CN,EDU,2,1,1,0,0,7,32
"Chaoji, Vineet",@amazon.com,M,,COM,42,17,14,23,17,1644,
"Chaparro-Baquero, Gustavo A.",,M,US,EDU,,,,,,,8
"Chapman, Barbara",@stonybrook.edu,F,US,EDU,355,30,17,82,40,7302,200
"Chapuis, Bertil",@unil.ch,M,CH,EDU,8,1,1,0,0,3,126
"Chard, Kyle",@uchicago.edu,M,US,EDU,76,17,15,25,22,960,83
"Chard, Ryan",@anl.gov,M,US,GOV,19,6,6,4,4,153,19
"Chase, Jeffrey S.",,M,US,EDU,,,,,,,117
"Chase, Melissa",@microsoft.com,F,,COM,37,20,20,27,27,3379,54
"Chasins, Sarah",,F,,,,,,,,,19
"Chasparis, Georgios",@scch.at,M,AT,EDU,34,9,9,9,9,288,35
"Chaterji, Somali",@purdue.edu,F,US,EDU,37,8,8,7,6,739,29
"Chatterjee, Niladrish",@nvidia.com,M,,COM,34,10,10,10,10,699,25
"Chatterjee, Rahul",@cs.cornell.edu,M,US,EDU,10,4,4,3,3,49,14
"Chatzidimitriou, Athanasios",@di.uoa.gr,M,GR,EDU,14,4,4,1,1,34,13
"Chatzopoulos, Georgios",@epfl.ch,M,CH,EDU,6,2,2,0,0,4,21
"Chau, Duen Horng",@gatech.edu,M,US,EDU,123,24,23,41,38,2322,
"Chau, Sze Yiu",,M,,,,,,,,,3
"Chau, Vincent",,M,CN,EDU,20,5,5,4,4,65,86
"Chaudhari, Pranav",,M,,,,,,,,,5
"Chaudhuri, Abon",@walmartlabs.com,M,,COM,13,6,6,4,4,129,
"Chaudhuri, Avik",@fb.com,M,,COM,31,12,9,13,9,872,49
"Chaudhuri, Kamalika",@eng.ucsd.edu,F,US,EDU,56,24,20,36,34,2754,131
"Chaudhuri, Mainak",,M,IN,EDU,,,,,,,45
"Chaudhuri, Surajit",@theiet.org,M,,COM,143,9,9,8,8,351,275
"Chaudhuri, Swarat",@rice.edu,M,US,EDU,61,20,16,27,23,1833,73
"Chaudhury, Bhaskar",@laplace.univ-tlse.fr,M,IN,EDU,47,12,12,12,12,564,8
"Chavan, Amit",@cs.umd.edu,M,US,EDU,8,4,4,3,3,84,15
"Chavan, Shasank",,M,,,,,,,,,
"Chavda, Chintan",,M,,,,,,,,,2
"Chawla, Nitesh V.",@nd.edu,M,US,EDU,313,45,39,107,95,13517,244
"Chawla, Sanjay",@sydney.edu.au,M,QA,EDU,222,31,26,61,41,5073,212
"Chayes, Jennifer Tour",,F,,,,,,,,,
"Che, Huimin",,M,CN,EDU,,,,,,,4
"Che, Shuai",@virginia.edu,M,,COM,40,13,12,14,14,3044,37
"Cheah, Chern",,M,,,,,,,,,2
"Chebrolu, Kameswari",@cse.iitb.ac.in,F,IN,EDU,37,19,17,23,21,2119,
"Checconi, Fabio",@us.ibm.com,M,US,COM,49,16,15,21,18,830,
"Chechik, Marsha",@cs.toronto.edu,F,US,EDU,258,38,29,108,80,4765,
"Checkoway, Stephen",@uic.edu,M,US,EDU,29,11,10,13,11,2378,
"Chen, Ang",@cis.upenn.edu,M,US,EDU,15,5,5,3,3,102,98
"Chen, Arbee L.P.",@asia.edu.tw,M,TW,EDU,277,40,19,114,46,5199,
"Chen, Bee-Chung",,M,,,,,,,,,
"Chen, Bihuan",@fudan.edu.cn,M,SG,EDU,17,7,7,6,6,154,19
"Chen, Bingwei",,M,,,,,,,,,21
"Chen, Bo",@merkai.com,M,,COM,13,7,7,7,7,155,982
"Chen, Bo",@mtu.edu,M,US,EDU,33,7,7,6,6,383,982
"Chen, Bowei",@lincoln.ac.uk,M,AU,EDU,11,5,5,4,4,98,46
"Chen, Celia",,F,,,,,,,,,44
"Chen, Chen",,M,US,EDU,,,,,,,55
"Chen, Cheng",,M,,,,,,,,,677
"Chen, Cheng",@dsi.a-star.edu.sg,M,SG,EDU,18,6,5,4,4,174,677
"Chen, Deming",@illinois.edu,M,US,EDU,160,28,25,66,58,3130,
"Chen, Dongyao",@umich.edu,M,US,EDU,5,2,2,2,2,45,6
"Chen, Enhong",,M,CN,EDU,,,,,,,282
"Chen, Feng",@csc.lsu.edu,M,US,EDU,29,14,13,15,14,1817,980
"Chen, Feng",@albany.edu,M,US,EDU,86,13,13,18,16,742,280
"Chen, Gang",,M,CN,EDU,,,,,,,173
"Chen, Guojun",,M,CN,EDU,,,,,,,137
"Chen, Guoxing",@cse.ohio-state.edu,M,US,EDU,7,3,3,2,2,43,44
"Chen, Guoyang",@ncsu.edu,M,,COM,12,3,3,3,3,57,14
"Chen, Haibo",@sjtu.edu.cn,M,CN,EDU,106,25,23,48,48,2387,262
"Chen, Han",,M,,,,,,,,,245
"Chen, Hao",@ucdavis.edu,M,,COM,621,37,30,121,87,8933,1265
"Chen, Haogang",@csail.mit.edu,M,US,EDU,15,10,10,10,10,600,24
"Chen, Haopeng",@asch.whigg.ac.cn,M,CN,EDU,6,2,2,0,0,12,
"Chen, Hongxu",@uq.edu.au,M,AU,EDU,1,1,1,0,0,1,32
"Chen, Hongzhi",,M,HK,EDU,,,,,,,76
"Chen, Hsin-Hsi",@ntu.edu.tw,M,TW,EDU,326,37,21,114,53,5612,
"Chen, Huan",@uestc.edu.cn,M,HK,EDU,4,2,2,0,0,11,295
"Chen, Huixiang",,M,US,EDU,,,,,,,13
"Chen, Jackie",@sandia.gov,F,US,GOV,407,50,40,130,112,8282,
"Chen, Jia",,M,US,EDU,,,,,,,958
"Chen, Jian",,M,US,EDU,,,,,,,1351
"Chen, Jianfei",@mails.tsinghua.edu.cn,M,CN,EDU,14,5,5,4,4,123,41
"Chen, Jianjun",,M,,,,,,,,,
"Chen, Jianshu",@ucla.edu,M,US,EDU,67,17,16,27,25,1398,92
"Chen, Jianxi",,M,CN,EDU,,,,,,,29
"Chen, Jieyang",@ucr.edu,M,US,EDU,3,0,0,0,0,0,11
"Chen, Jiming",@ieee.org,M,CN,EDU,302,49,47,173,155,8402,306
"Chen, Jingyuan",,M,,,,,,,,,119
"Chen, Kai",@cse.ust.hk,M,HK,EDU,53,15,15,21,19,1380,67
"Chen, Kai",@iie.ac.cn,M,CN,EDU,61,11,11,13,12,461,144
"Chen, Kang",,M,,,,,,,,,366
"Chen, Keke",@wright.edu,M,US,EDU,436,22,18,63,46,2808,
"Chen, Langshi",,M,US,EDU,,,,,,,12
"Chen, Lei",@cse.ust.hk,M,HK,EDU,410,45,41,150,135,8467,705
"Chen, Li",@ust.hk,M,HK,EDU,13,6,6,5,5,123,1519
"Chen, Liang",,M,CN,EDU,,,,,,,7079
"Chen, Linchuan",@cse.ohio-state.edu,M,US,EDU,9,6,6,4,4,204,
"Chen, Liqun",@surrey.ac.uk,M,UK,EDU,214,38,27,89,63,6494,214
"Chen, Lizhong",@oregonstate.edu,M,US,EDU,24,9,9,8,8,255,54
"Chen, Long",@mail.ustc.edu.cn,M,CN,EDU,26,3,3,3,3,52,46
"Chen, Lu",@osu.edu,M,US,EDU,5,2,2,0,0,18,214
"Chen, Lydia Y.",@zurich.ibm.com,F,CH,COM,88,15,15,22,20,1215,100
"Chen, Min",@cise.ufl.edu,M,US,EDU,33,7,7,4,4,139,293
"Chen, Ming",@cs.stonybrook.edu,M,US,EDU,13,5,5,5,5,532,957
"Chen, Ming-Syan",@ntu.edu.tw,M,TW,EDU,618,61,37,257,139,19748,427
"Chen, Mingyu",@ict.ac.cn,M,CN,EDU,127,15,11,23,14,757,93
"Chen, Pengfei",@eng.ucsd.edu,M,CN,COM,1,1,1,0,0,4,126
"Chen, Peter M.",@umich.edu,M,US,EDU,113,41,29,61,45,9881,106
"Chen, Peter P.",,M,,,,,,,,,
"Chen, Pin-Yu",@ibm.com,M,EN,COM,64,13,13,18,18,593,76
"Chen, Ping",@ist.psu.edu,M,US,EDU,70,14,13,17,15,721,863
"Chen, Ping",@umb.edu,M,US,EDU,2876,27,26,229,196,8779,
"Chen, Qi Alfred",@umich.edu,M,US,EDU,19,7,7,5,5,262,21
"Chen, Quan",@sjtu.edu.cn,M,CN,EDU,23,10,10,10,10,1380,286
"Chen, Rong",@sjtu.edu.cn,M,CN,EDU,31,15,15,17,17,1193,61
"Chen, Ruey-Cheng",@rmit.edu.au,M,AU,EDU,26,6,6,4,4,217,33
"Chen, Rui",@samsung.com,M,,COM,41,16,16,19,18,1813,
"Chen, Ruichuan",@ruichuan.org,M,DE,EDU,32,13,11,14,11,478,67
"Chen, Sanchuan",@osu.edu,M,US,EDU,4,2,2,1,1,32,3
"Chen, Sheng",@louisiana.edu,M,US,EDU,23,7,7,7,5,206,91
"Chen, Shigang",@cise.ufl.edu,M,US,EDU,723,43,31,124,98,10152,235
"Chen, Shimin",@ict.ac.cn,M,CN,EDU,42,21,18,27,23,1832,79
"Chen, Shiping",@csiro.au,M,AU,GOV,105,19,16,34,21,1361,207
"Chen, Shu-Ching",,M,,,,,,,,,
"Chen, Shuang1",@cornell.edu,F,US,EDU,2,1,1,0,0,4,356
"Chen, Shuang2",@usc.edu,M,US,EDU,26,8,8,7,7,154,356
"Chen, Shuo",@cs.cornell.edu,M,US,EDU,15,8,8,8,8,304,
"Chen, Songqing",@cs.gmu.edu,M,US,EDU,171,31,26,67,53,3727,
"Chen, Sui",@lsu.edu,M,US,EDU,14,3,2,0,0,27,23
"Chen, Tong",,M,US,COM,,,,,,,551
"Chen, Wei",@uccs.edu,M,US,EDU,4,1,1,0,0,2,2473
"Chen, Wei",,M,,,,,,,,,14520
"Chen, Wei",@microsoft.com,M,,COM,111,30,27,57,49,6278,
"Chen, Wengguan",,M,CN,EDU,,,,,,,120
"Chen, Wenguang",,M,CN,EDU,,,,,,,120
"Chen, Wuji",,,CN,EDU,,,,,,,3
"Chen, Xi",,M,,COM,,,,,,,1745
"Chen, Xiang",,M,SG,EDU,,,,,,,614
"Chen, Xianglan",,,,,,,,,,,10
"Chen, Xiaojiang",@nwu.edu.cn,M,CN,EDU,135,9,8,8,5,335,133
"Chen, Xin",,M,,,,,,,,,1522
"Chen, Xinyu",@seas.harvard.edu,M,US,EDU,27,7,7,6,5,224,140
"Chen, Xu",@mails.tsinghua.edu.cn,M,CN,EDU,5,2,2,0,0,10,616
"Chen, Xusheng",,M,HK,EDU,,,,,,,57
"Chen, Yajing",@umich.edu,F,US,EDU,7,5,5,1,1,46,38
"Chen, Yan",@cs.duke.edu,M,US,EDU,9,3,3,2,2,49,19
"Chen, Yaohui",,M,,,,,,,,,53
"Chen, Ye",,,,,,,,,,,335
"Chen, Yi",@njit.edu,F,US,EDU,93,28,19,48,26,2702,
"Chen, Yi",@iie.ac.cn,F,CN,EDU,2,1,1,1,1,26,939
"Chen, Yi-Chao",@cs.utexas.edu,M,US,EDU,24,11,11,13,12,629,43
"Chen, Yingying",@scarletmail.rutgers.edu,F,US,EDU,208,35,33,86,83,4128,65
"Chen, Yiran",@duke.edu,M,US,EDU,340,35,32,106,99,4589,316
"Chen, Yixin",@cse.wustl.edu,M,US,EDU,366,35,30,146,105,5551,333
"Chen, Yizheng",@gatech.edu,F,US,EDU,8,4,4,2,2,34,29
"Chen, Yong",@ttu.edu,M,US,EDU,106,19,14,33,31,1214,1198
"Chen, Yongle",,M,CN,EDU,,,,,,,23
"Chen, Youmin",,F,,,59,19,14,28,22,980,2
"Chen, Yu",,M,HK,EDU,,,,,,,1492
"Chen, Yu Lin",,M,,,,,,,,,4
"Chen, Yu-Fang",@iis.sinica.edu.tw,M,TW,EDU,41,15,14,17,16,576,68
"Chen, Yu-Sheng",@cs.nctu.edu.tw,M,TW,EDU,4,2,2,0,0,10,265
"Chen, Yueguo",,M,CN,EDU,,,,,,,49
"Chen, Yunji",,M,,,,,,,,,
"Chen, Zhanhao",,M,US,EDU,,,,,,,1
"Chen, Zhe",@fudan.edu.cn,M,CN,EDU,5,1,1,0,0,3,587
"Chen, Zheng",@microsoft.com,M,,COM,299,61,43,179,139,13318,
"Chen, Zhengguo",@pitt.edu,M,US,EDU,6,1,1,0,0,2,5
"Chen, Zhi",@ics.uci.edu,M,US,EDU,13,7,7,7,7,183,504
"Chen, Zhiguang",,M,,,,,,,,,63
"Chen, Zhiyuan",@umbc.edu,M,US,EDU,58,21,16,34,25,1498,
"Chen, Zhuan",@cs.rochester.edu,M,US,EDU,10,4,4,1,1,106,
"Chen, Zhumin",,M,CN,EDU,,,,,,,44
"Chen, Ziyang",,,CN,EDU,,,,,,,55
"Chen, Zizhong",@cs.ucr.edu,M,US,EDU,143,21,17,36,28,1720,92
"Cheney, James",@inf.ed.ac.uk,M,UK,EDU,167,32,24,71,55,4879,
"Cheng, Betty",@cse.msu.edu,F,US,EDU,1296,47,29,161,68,11610,
"Cheng, Eric K. T.",,M,,,,,,,,,1
"Cheng, Hong",,F,,,,,,,,,
"Cheng, James",,M,HK,EDU,,,,,,,132
"Cheng, Liqun",,M,,,,,,,,,
"Cheng, Long",@tue.nl,M,NL,EDU,22,6,6,4,4,83,63
"Cheng, Luwei",@fb.com,M,,COM,17,6,6,4,3,91,24
"Cheng, Minhao",,M,US,EDU,,,,,,,5
"Cheng, Peng",,M,,,16,7,7,5,5,397,114
"Cheng, Peng",@microsoft.com,M,,COM,16,5,5,2,2,92,464
"Cheng, Peng",@iipc.zju.edu.cn,M,CN,EDU,201,40,39,93,89,5680,146
"Cheng, Reynold",@cs.hku.hk,M,HK,EDU,2105,31,26,108,69,9166,
"Cheng, Wei",@nec-labs.com,M,,COM,37,10,10,12,12,2002,760
"Cheng, Xu",,M,CN,EDU,,,,,,,119
"Cheng, Xueqi",@ict.ac.cn,M,CN,EDU,616,40,37,167,124,8525,374
"Cheng, Yueqiang",@andrew.cmu.edu,M,,COM,16,7,7,4,4,203,22
"Cheng, Zhihao",@umich.edu,M,US,EDU,4,1,1,0,0,6,19
"Cheng, Zhiyong",@smu.edu.sg,M,SG,EDU,25,7,7,6,6,160,84
"Cheramangalath, Unnikrishnan",@iisc.ac.in,M,IN,EDU,4,1,1,0,0,9,2
"Cheriere, Nathanael",@irisa.fr,M,FR,EDU,6,2,2,0,0,13,4
"Cherkasova, Ludmila",@hpe.com,F,US,COM,296,46,35,126,86,8353,
"Cherrueau, Ronan-Alexandre",,M,,,,,,,,,8
"Cherukuri, Naveen",,M,,COM,,,,,,,9
"Cherupalli, Hari",@umn.edu,M,US,EDU,8,2,2,0,0,13,8
"Chervenak, Ann",@isi.edu,F,US,EDU,109,33,20,55,29,7908,
"Cheshmi, Kazem",@rutgers.edu,M,US,EDU,6,3,3,1,1,43,6
"Chester, Sean",@idi.ntnu.no,M,NO,EDU,27,9,9,9,9,229,39
"Chestnut, Stephen",@ifor.math.ethz.ch,M,CH,EDU,18,5,4,1,0,65,11
"Chetlur, Malolan",,M,,,,,,,,,
"Cheung, Alvin",,M,US,EDU,,,,,,,54
"Cheung, Ming",@ust.hk,M,HK,EDU,26,4,4,2,2,85,36
"Cheung, Yiu-Ming",@comp.hkbu.edu.hk,M,HK,EDU,322,27,21,81,51,2969,
"Chevalier, Troy",,M,,COM,,,,,,,4
"Chhetri, Mohan Baruwal",@swin.edu.au,M,AU,EDU,52,10,8,10,7,516,45
"Chhotaray, Animesh",,M,,,,,,,,,4
"Chi, Andrew",@cs.unc.edu,M,US,EDU,6,2,2,2,2,34,102
"Chiang, Mung",@princeton.edu,M,US,EDU,490,65,49,193,149,18184,382
"Chiba, Daniel",,M,US,EDU,,,,,,,1
"Chiba, Shigeru",@acm.org,M,,,148,26,14,45,19,3859,407
"Chidambaram, Balagurana",,M,,,,,,,,,
"Chidambaram, Vijay",@cs.wisc.edu,M,US,EDU,17,8,8,7,7,258,37
"Chien, Andrew A.",@cs.uchicago.edu,M,US,EDU,333,54,23,144,49,12292,270
"Chierichetti, Flavio",@chierichetti.name,M,IT,EDU,67,18,16,26,24,1282,50
"Chiesa, Marco",@uclouvain.be,M,SE,EDU,33,5,5,3,3,250,99
"Chifu, Adrian-Gabriel",@lsis.org,M,FR,EDU,19,4,4,2,2,40,
"Child, Hank",,M,US,EDU,,,,,,,94
"Childers, Bruce R.",,M,US,EDU,,,,,,,125
"Childs, Hank",@uoregon.edu,M,US,EDU,114,19,19,37,29,1764,
"Chilimbi, Trishul",,M,,,,,,,,,37
"Chintalapati, Murali",,M,,,,,,,,,2
"Chintalapudi, Krishna",@microsoft.com,M,,COM,65,24,21,33,27,4684,41
"Chiou, Derek",,M,,,,,,,,,
"Chirkova, Rada",@ncsu.edu,F,US,EDU,109,18,13,24,16,1264,
"Chishti, Zeshan A.",@intel.com,M,,COM,64,19,17,23,20,1952,1
"Chisnall, David",@swan.ac.uk,M,UK,EDU,47,9,7,8,6,730,32
"Chitnis, Rajesh",@weizmann.ac.il,M,IL,EDU,22,9,9,9,9,254,
"Chiu, Chui-Hui",,M,US,EDU,12,2,2,2,2,36,11
"Chiu, Dah Ming",@ie.cuhk.edu.hk,M,HK,EDU,246,44,31,112,72,13416,152
"Chiu, David",@pugetsound.edu,M,US,EDU,46,15,12,21,13,698,
"Chlebus, Bogdan",@ucdenver.edu,M,US,EDU,117,22,14,55,20,1870,
"Chlipala, Adam",@csail.mit.edu,M,US,EDU,81,20,18,31,27,1798,66
"Cho, Benjamin",,M,US,EDU,,,,,,,12
"Cho, Brian",@illinois.edu,M,US,EDU,24,8,8,8,8,405,36
"Cho, Geumhwan",@skku.edu,M,US,EDU,11,4,4,2,2,41,11
"Cho, Hyeon Gyu",,M,,,,,,,,,4
"Cho, Hyunsoo",,M,,,,,,,,,18
"Cho, Hyunyoon",@snu.ac.kr,M,,COM,3,2,2,2,2,253,9
"Cho, Inho",@kaist.ac.kr,M,KR,EDU,2,1,1,0,0,3,13
"Cho, Junguk",@utah.edu,M,US,EDU,13,6,6,6,6,203,30
"Cho, Junsung",@skku.edu,M,US,EDU,10,2,2,0,0,10,10
"Cho, Kenjiro",,M,,,,,,,,,
"Cho, Kyong-Tak",@umich.edu,M,US,EDU,30,8,8,8,7,194,17
"Cho, Kyu Tae",,M,,COM,,,,,,,4
"Cho, Yeongpil",@sor.snu.ac.kr,M,KR,EDU,8,3,3,2,2,56,10
"Cho, Young Im",,F,KR,EDU,,,,,,,52
"Cho, Youngsu",,M,KR,EDU,,,,,,,21
"Chockler, Gregory",@rhul.ac.uk,M,UK,EDU,105,23,16,42,19,2949,72
"Choe, Yung Ryn",,M,,,,,,,,,16
"Choffnes, David",@ccs.neu.edu,M,US,EDU,84,22,20,31,28,2453,70
"Choi, Changho",,M,,COM,,,,,,,67
"Choi, Jee W.",@gatech.edu,M,US,EDU,21,9,9,8,8,656,7
"Choi, Jiho",,M,US,EDU,,,,,,,23
"Choi, Jinho",,M,,,,,,,,,92
"Choi, Jong Youl",@ornl.gov,M,US,GOV,56,16,12,20,14,844,44
"Choi, Jongmoo",@dankook.ac.kr,M,KR,EDU,272,23,18,47,36,2560,167
"Choi, Jungsik",@skku.edu,M,US,EDU,11,2,2,0,0,17,7
"Choi, Minsuk",,M,,,,,,,,,28
"Choi, Seung Geol",@usna.edu,M,US,GOV,30,15,13,16,16,676,32
"Choi, Seungpyo",,M,KR,EDU,,,,,,,7
"Choi, Wonik",,M,KR,EDU,,,,,,,21
"Choi, Wonil",,M,US,EDU,,,,,,,34
"Choi, Woohyuk",,M,,,,,,,,,11
"Choi, Young-Ri",,F,KR,EDU,,,,,,,32
"Chole, Sharad",,M,,,,,,,,,4
"Chong, Anthony",,M,,,,,,,,,
"Chong, Fred",@cs.uchicago.edu,M,US,EDU,209,31,23,59,37,3508,147
"Chong, Frederic T.",,M,US,EDU,,,,,,,147
"Chong, Stephen",@seas.harvard.edu,M,US,EDU,93,23,21,36,31,2661,93
"Choo, Jaegul",@korea.ac.kr,M,KR,EDU,74,14,14,16,16,670,91
"Chothia, Zaheer",,M,CH,EDU,,,,,,,5
"Chou, Cheng-Fu",,M,,,,,,,,,
"Chou, Jerry",@cs.nthu.edu.tw,M,TW,EDU,46,10,9,10,9,357,17
"Chou, Kun-Lin",,,,,,,,,,,1
"Chou, Stephen",,M,,,,,,,,,7
"Choudhary, Alok",@voxsupinc.com,M,US,EDU,814,61,36,326,162,16382,451
"Choudhary, Praval",,M,,,,,,,,,1
"Choudhuri, Arka Rai",,M,US,EDU,,,,,,,7
"Choudhury, Ahana Roy",,F,,,,,,,,,1
"Choudhury, Romit Roy",@duke.edu,M,US,EDU,204,41,35,85,76,7711,176
"Chow, Edmond",@cc.gatech.edu,M,US,EDU,104,25,20,43,30,4050,112
"Chowdhury, Anusha",,F,,,,,,,,,3
"Chowdhury, Mosharaf",@umich.edu,M,US,EDU,32,18,18,20,20,7985,54
"Chowdhury, Omar",@uiowa.edu,M,US,EDU,23,6,6,3,2,88,28
"Chowdhury, Rezaul",@cs.stonybrook.edu,M,US,EDU,57,16,12,20,16,1082,67
"Christensen, Michael",,M,US,EDU,,,,,,,79
"Christin, Nicolas",@andrew.cmu.edu,M,US,EDU,110,33,28,59,47,4144,133
"Christodorescu, Mihai",@us.ibm.com,M,US,COM,105,21,18,28,25,3985,
"Chrupala, Grzegorz",@uvt.nl,M,NL,EDU,53,14,11,18,13,531,
"Chtchelkanova, Almadena",@nsf.gov,F,US,GOV,32,10,7,10,7,10657,
"Chu, Ching-Hsiang",@osu.edu,M,US,EDU,18,4,4,2,2,58,16
"Chu, David",@google.com,M,,COM,81,19,15,28,23,2225,
"Chu, Shumo",@acm.org,M,US,EDU,11,7,7,7,7,351,13
"Chu, Wei",,M,,COM,,,,,,,202
"Chua, Roy",,M,,,,,,,,,
"Chua, Tat-Seng",@comp.nus.edu.sg,M,SG,EDU,587,65,49,275,197,15132,464
"Chuah, Edward",@acm.org,M,UK,EDU,14,4,4,3,3,78,12
"Chuang, Ho-Ren",,M,US,EDU,,,,,,,3
"Chuang, Shang-Tse",,M,,,,,,,,,20
"Chugh, Ravi",@cs.uchicago.edu,M,US,EDU,19,7,7,7,7,555,
"Chun, Brent",@cycu.edu.tw,M,TW,EDU,8,1,1,0,0,7,42
"Chun, Byung-Gon",@snu.ac.kr,M,KR,EDU,67,29,24,39,36,8588,74
"Chunduri, Sudheer",@anl.gov,M,US,GOV,15,4,4,2,1,40,11
"Chung, Andrew",@andrew.cmu.edu,M,US,EDU,47,9,9,9,9,658,47
"Chung, Eric",@microsoft.com,M,,COM,70,18,15,18,16,1611,
"Chung, Fu-Lai",@comp.polyu.edu.hk,M,HK,EDU,233,39,31,100,70,4881,
"Chung, I-Hsin",,M,,,,,,,,,
"Chung, Jongwook",,M,KR,EDU,,,,,,,3
"Chung, Simon",@mail.gatech.edu,M,US,EDU,18,11,10,11,10,394,19
"Chung, Sung Woo",@korea.ac.kr,M,KR,EDU,119,15,12,23,16,817,
"Chung, Taejoong",@neu.edu,M,US,EDU,25,7,7,1,1,125,22
"Chuo, Li-Xuan",@umich.edu,M,US,EDU,6,3,3,0,0,17,8
"Churchill, Berkeley",,M,US,EDU,,,,,,,8
"Churchill, Randy Michael",,M,,,,,,,,,11
"Chuvelev, Michael",@intel.com,M,,COM,7,2,2,1,1,39,4
"Cianciosa, Mark",,M,,,,,,,,,5
"Cicotti, Pietro",@sdsc.edu,M,US,EDU,39,10,9,11,9,308,41
