name,gs_email,role,key
"Narayan, Shravan",,author,SP_17_013
"Wahby, Riad S.",,author,SP_17_013
"Engler, Dawson",@stanford.edu,author,SP_17_013
"Jhala, Ranjit",@cs.ucsd.edu,author,SP_17_013
"Stefan, Deian",@eng.ucsd.edu,author,SP_17_013
"Pedersen, Mathias Vorreiter",,author,SP_17_014
"Askarov, Aslan",@cs.au.dk,author,SP_17_014
"Sivakorn, Suphannee",@columbia.edu,author,SP_17_015
"Argyros, George",,author,SP_17_015
"Pei, Kexin",@cs.columbia.edu,author,SP_17_015
"Keromytis, Angelos D.",@cs.columbia.edu,author,SP_17_015
"Jana, Suman",@cs.columbia.edu,author,SP_17_015
"Holzinger, Philipp",,author,SP_17_016
"Hermann, Ben",@st.informatik.tu-darmstadt.de,author,SP_17_016
"Lerch, Johannes",@cs.tu-darmstadt.de,author,SP_17_016
"Bodden, Eric",@uni-paderborn.de,author,SP_17_016
"Mezini, Mira",@informatik.tu-darmstadt.de,author,SP_17_016
"Apostolaki, Maria",,author,SP_17_017
"Zohar, Aviv",@cs.huji.ac.il,author,SP_17_017
"Vanbever, Laurent",@ethz.ch,author,SP_17_017
"Contag, Moritz",@rub.de,author,SP_17_018
"Li, Guo",,author,SP_17_018
"Pawlowski, Andre",@rub.de,author,SP_17_018
"Domke, Felix",,author,SP_17_018
"Levchenko, Kirill",@cs.ucsd.edu,author,SP_17_018
"Holz, Thorsten",@rub.de,author,SP_17_018
"Savage, Stefan",@cs.ucsd.edu,author,SP_17_018
"Yang, Hao",,author,SP_17_019
"Ma, Xiulin",,author,SP_17_019
"Du, Kun",,author,SP_17_019
"Li, Zhou",@rsa.com,author,SP_17_019
"Duan, Haixin",@tsinghua.edu.cn,author,SP_17_019
"Su, Xiaodong",,author,SP_17_019
"Liu, Guang",,author,SP_17_019
"Geng, Zhifeng",,author,SP_17_019
"Wu, Jianping",,author,SP_17_019
"Matsumoto, Stephanos",@cmu.edu,author,SP_17_020
"Reischuk, Raphael M.",,author,SP_17_020
"Marinescu, Paul Dan",,author,SP_17_021
"Parry, Chad",,author,SP_17_021
"Pomarole, Marjori",,author,SP_17_021
"Tian, Yuan",@virginia.edu,author,SP_17_021
"Tague, Patrick",@cmu.edu,author,SP_17_021
"Papagiannis, Ioannis",@fb.com,author,SP_17_021
"Backes, Michael",@cs.uni-saarland.de,author,SP_17_022
"Berrang, Pascal",@cs.uni-saarland.de,author,SP_17_022
"Bieg, Matthias",,author,SP_17_022
"Eils, Roland",@dkfz.de,author,SP_17_022
"Herrmann, Carl",@uni-heidelberg.de,author,SP_17_022
"Humbert, Mathias",@epfl.ch,author,SP_17_022
"Lehmann, Irina",,author,SP_17_022
"Bhargavan, Karthikeyan",@inria.fr,author,SP_17_023
"Delignat-Lavaud, Antoine",@microsoft.com,author,SP_17_023
"Fournet, Cédric",@microsoft.com,author,SP_17_023
"Kohlweiss, Markulf",@microsoft.com,author,SP_17_023
"Pan, Jianyang",,author,SP_17_023
"Protzenko, Jonathan",@ens-lyon.org,author,SP_17_023
"Rastogi, Aseem",@microsoft.com,author,SP_17_023
"Swamy, Nikhil",@microsoft.com,author,SP_17_023
"Zanella-Béguelin, Santiago",@microsoft.com,author,SP_17_023
"Zinzindohoué, Jean-Karim",@inria.fr,author,SP_17_023
"Ronen, Eyal",,author,SP_17_024
"O'Flynn, Colin",@newae.com,author,SP_17_024
"Shamir, Adi",,author,SP_17_024
"Weingarten, Achi-Or",,author,SP_17_024
"Smith, Adam",@bu.edu,author,SP_17_025
"Thakurta, Abhradeep",@ucsc.edu,author,SP_17_025
"Upadhyay, Jalaj",@cs.uwaterloo.ca,author,SP_17_025
"Grubbs, Paul",@cornell.edu,author,SP_17_026
"Sekniqi, Kevin",,author,SP_17_026
"Bindschaedler, Vincent",@illinois.edu,author,SP_17_026
"Naveed, Muhammad",@usc.edu,author,SP_17_026
"Ristenpart, Thomas",@cornell.edu,author,SP_17_026
"Cortier, Véronique",@loria.fr,author,SP_17_027
"Drăgan, Constantin Cătalin",@infoiasi.ro,author,SP_17_027
"Dupressoir, François",@surrey.ac.uk,author,SP_17_027
"Schmidt, Benedikt",@google.com,author,SP_17_027
"Strub, Pierre-Yves",@strub.nu,author,SP_17_027
"Warinschi, Bogdan",@cs.bris.ac.uk,author,SP_17_027
"Shokri, Reza",@comp.nus.edu.sg,author,SP_17_028
"Stronati, Marco",,author,SP_17_028
"Song, Congzheng",@cornell.edu,author,SP_17_028
"Shmatikov, Vitaly",,author,SP_17_028
"Song, Yunpeng",,author,SP_17_029
"Cai, Zhongmin",@sei.xjtu.edu.cn,author,SP_17_029
"Zhang, Zhi-Li",@cs.umn.edu,author,SP_17_029
"Petsios, Theofilos",@cs.columbia.edu,author,SP_17_030
"Tang, Adrian",@cs.columbia.edu,author,SP_17_030
"Stolfo, Salvatore",@cs.columbia.edu,author,SP_17_030
"Keromytis, Angelos D.",@cs.columbia.edu,author,SP_17_030
"Jana, Suman",@cs.columbia.edu,author,SP_17_030
"Chen, Yaohui",,author,SP_17_031
"Zhang, Dongli",,author,SP_17_031
"Wang, Ruowen",@ncsu.edu,author,SP_17_031
"Qiao, Rui",@stonybrook.edu,author,SP_17_031
"Azab, Ahmed M.",@samsung.com,author,SP_17_031
"Lu, Long",@cs.stonybrook.edu,author,SP_17_031
"Vijayakumar, Hayawardh",@samsung.com,author,SP_17_031
"Shen, Wenbo",@ncsu.edu,author,SP_17_031
"Abu-Salma, Ruba",,author,SP_17_032
"Sasse, M. Angela",@cs.ucl.ac.uk,author,SP_17_032
"Bonneau, Joseph",@cs.stanford.edu,author,SP_17_032
"Danilova, Anastasia",,author,SP_17_032
"Naiakshina, Alena",,author,SP_17_032
"Smith, Matthew",,author,SP_17_032
"Camenisch, Jan",@zurich.ibm.com,author,SP_17_033
"Chen, Liqun",@surrey.ac.uk,author,SP_17_033
"Drijvers, Manu",@zurich.ibm.com,author,SP_17_033
"Lehmann, Anja",@zurich.ibm.com,author,SP_17_033
"Novick, David",@utep.edu,author,SP_17_033
"Urian, Rainer",,author,SP_17_033
"Araki, Toshinori",,author,SP_17_034
"Barak, Assi",,author,SP_17_034
"Furukawa, Jun",,author,SP_17_034
"Lichter, Tamar",,author,SP_17_034
"Lindell, Yehuda",@biu.ac.il,author,SP_17_034
"Nof, Ariel",@biu.ac.il,author,SP_17_034
"Ohara, Kazuma",,author,SP_17_034
"Watzman, Adi",,author,SP_17_034
"Weinstein, Or",,author,SP_17_034
"Clements, Abraham A",,author,SP_17_035
"Almakhdhub, Naif Saleh",,author,SP_17_035
"Saab, Khaled",@gatech.edu,author,SP_17_035
"Srivastava, Prashast",,author,SP_17_035
"Koo, Jinkyu",@purdue.edu,author,SP_17_035
"Bagchi, Saurabh",@purdue.edu,author,SP_17_035
"Payer, Mathias",@nebelwelt.net,author,SP_17_035
"Lecuyer, Mathias",@cs.columbia.edu,author,SP_17_036
"Spahn, Riley",@cs.columbia.edu,author,SP_17_036
"Geambasu, Roxana",,author,SP_17_036
"Huang, Tzu-Kuo",@uberatc.com,author,SP_17_036
"Sen, Siddhartha",@cs.princeton.edu,author,SP_17_036
"Syta, Ewa",@yale.edu,author,SP_17_037
"Jovanovic, Philipp",@jovanovic.io,author,SP_17_037
"Kogias, Eleftherios Kokoris",,author,SP_17_037
"Gailly, Nicolas",@epfl.ch,author,SP_17_037
"Gasser, Linus",,author,SP_17_037
"Khoffi, Ismail",@epfl.ch,author,SP_17_037
"Fischer, Michael J.",@cs.yale.edu,author,SP_17_037
"Ford, Bryan",@epfl.ch,author,SP_17_037
"Mohassel, Payman",@visa.com,author,SP_17_038
"Zhang, Yupeng",@umd.edu,author,SP_17_038
"Lebeck, Kiron",,author,SP_17_039
"Ruth, Kimberly",,author,SP_17_039
"Kohno, Tadayoshi",@cs.washington.edu,author,SP_17_039
"Roesner, Franziska",@cs.washington.edu,author,SP_17_039
"Wang, Liang",,author,SP_17_040
"Grubbs, Paul",@cornell.edu,author,SP_17_040
"Lu, Jiahui",,author,SP_17_040
"Bindschaedler, Vincent",@illinois.edu,author,SP_17_040
"Cash, David",@cs.rutgers.edu,author,SP_17_040
"Ristenpart, Thomas",@cornell.edu,author,SP_17_040
"Wang, Junjie",@e.ntu.edu.sg,author,SP_17_041
"Chen, Bihuan",@fudan.edu.cn,author,SP_17_041
"Wei, Lei",@ntu.edu.sg,author,SP_17_041
"Liu, Yang3",,author,SP_17_041
"Olejnik, Katarzyna",,author,SP_17_042
"Dacosta, Italo",,author,SP_17_042
"Machado, Joana",,author,SP_17_042
"Huguenin, Kevin",@unil.ch,author,SP_17_042
"Khan, Mohammad Emtiyaz",,author,SP_17_042
"Hubaux, Jean-Pierre",@epfl.ch,author,SP_17_042
"Fuller, Benjamin",@uconn.edu,author,SP_17_043
"Varia, Mayank",,author,SP_17_043
"Yerukhimovich, Arkady",@cs.umd.edu,author,SP_17_043
"Shen, Emily",,author,SP_17_043
"Hamlin, Ariel",@ll.mit.edu,author,SP_17_043
"Gadepally, Vijay",,author,SP_17_043
"Shay, Richard",@richshay.com,author,SP_17_043
"Mitchell, John Darby",,author,SP_17_043
"Cunningham, Robert K.",@cunninghamfamily.name,author,SP_17_043
"Müller, Jens",,author,SP_17_044
"Mladenov, Vladislav",,author,SP_17_044
"Somorovsky, Juraj",@rub.de,author,SP_17_044
"Schwenk, Jörg",@rub.de,author,SP_17_044
"Herley, Cormac",@microsoft.com,author,SP_17_045
"Oorschot, Paul C. Van",@scs.carleton.ca,author,SP_17_045
"Miramirkhani, Najmeh",@stonybrook.edu,author,SP_17_046
"Appini, Mahathi Priya",,author,SP_17_046
"Nikiforakis, Nick",@cs.stonybrook.edu,author,SP_17_046
"Polychronakis, Michalis",@cs.stonybrook.edu,author,SP_17_046
"Fischer, Felix",@aisec.fraunhofer.de,author,SP_17_047
"Böttinger, Konstantin",,author,SP_17_047
"Xiao, Huang",@aisec.fraunhofer.de,author,SP_17_047
"Stransky, Christian",,author,SP_17_047
"Acar, Yasemin",,author,SP_17_047
"Backes, Michael",@cs.uni-saarland.de,author,SP_17_047
"Fahl, Sascha",@sec.uni-hannover.de,author,SP_17_047
"Chau, Sze Yiu",,author,SP_17_048
"Chowdhury, Omar",@uiowa.edu,author,SP_17_048
"Hoque, Endadul",@purdue.edu,author,SP_17_048
"Ge, Huangyi",@purdue.edu,author,SP_17_048
"Kate, Aniket",@purdue.edu,author,SP_17_048
"Nita-Rotaru, Cristina",@neu.edu,author,SP_17_048
"Li, Ninghui",@cs.purdue.edu,author,SP_17_048
"Cho, Geumhwan",@skku.edu,author,SP_17_049
"Huh, Jun Ho",@samsung.com,author,SP_17_049
"Cho, Junsung",@skku.edu,author,SP_17_049
"Oh, Seongyeol",@kaeri.re.kr,author,SP_17_049
"Song, Youngbae",,author,SP_17_049
"Kim, Hyoungshick",@skku.edu,author,SP_17_049
"Wijesekera, Primal",@berkeley.edu,author,SP_17_050
"Baokar, Arjun",@berkeley.edu,author,SP_17_050
"Tsai, Lynn",,author,SP_17_050
"Reardon, Joel",,author,SP_17_050
"Egelman, Serge",@cs.berkeley.edu,author,SP_17_050
"Wagner, David",@taverner.cs.berkeley.edu,author,SP_17_050
"Beznosov, Konstantin",@ece.ubc.ca,author,SP_17_050
"Gelernter, Nethanel",,author,SP_17_051
"Kalma, Senia",,author,SP_17_051
"Magnezi, Bar",,author,SP_17_051
"Porcilan, Hen",,author,SP_17_051
"Farinholt, Brown",,author,SP_17_052
"Rezaeirad, Mohammad",@gmu.edu,author,SP_17_052
"Pearce, Paul",@cs.berkeley.edu,author,SP_17_052
"Dharamdasani, Hitesh",,author,SP_17_052
"Yin, Haikuo",,author,SP_17_052
"Leblond, Stevens",@mpi-sws.org,author,SP_17_052
"Mccoy, Damon",@nyu.edu,author,SP_17_052
"Levchenko, Kirill",@cs.ucsd.edu,author,SP_17_052
"Carlini, Nicholas",@berkeley.edu,author,SP_17_053
"Wagner, David",@taverner.cs.berkeley.edu,author,SP_17_053
"Alrwais, Sumayah",,author,SP_17_054
"Liao, Xiaojing",,author,SP_17_054
"Mi, Xianghang",@iu.edu,author,SP_17_054
"Wang, Peng",@indiana.edu,author,SP_17_054
"Wang, Xiaofeng",,author,SP_17_054
"Qian, Feng",@indiana.edu,author,SP_17_054
"Beyah, Raheem",@ece.gatech.edu,author,SP_17_054
"Mccoy, Damon",@nyu.edu,author,SP_17_054
"Kim, Seulbae",@korea.ac.kr,author,SP_17_055
"Woo, Seunghoon",@korea.ac.kr,author,SP_17_055
"Lee, Heejo",@korea.ac.kr,author,SP_17_055
"Oh, Hakjoo",@korea.ac.kr,author,SP_17_055
"Bhargavan, Karthikeyan",@inria.fr,author,SP_17_056
"Blanchet, Bruno",@inria.fr,author,SP_17_056
"Kobeissi, Nadim",@nadim.computer,author,SP_17_056
"Ngo, Van Chan",@cmu.edu,author,SP_17_057
"Dehesa-Azuara, Mario",,author,SP_17_057
"Fredrikson, Matthew",@cs.cmu.edu,author,SP_17_057
"Hoffmann, Jan",@cmu.edu,author,SP_17_057
"Starov, Oleksii",@cs.stonybrook.edu,author,SP_17_058
"Nikiforakis, Nick",@cs.stonybrook.edu,author,SP_17_058
"Bao, Tiffany",@cmu.edu,author,SP_17_059
"Wang, Ruoyu",@cs.ucsb.edu,author,SP_17_059
"Shoshitaishvili, Yan",@asu.edu,author,SP_17_059
"Brumley, David",@cmu.edu,author,SP_17_059
"Zhang, Yupeng",@umd.edu,author,SP_17_060
"Genkin, Daniel",@cis.upenn.edu,author,SP_17_060
"Katz, Jonathan",@cs.umd.edu,author,SP_17_060
"Papadopoulos, Dimitrios",@cse.ust.hk,author,SP_17_060
"Papamanthou, Charalampos",@umd.edu,author,SP_17_060
"Emer, Joel",@csail.mit.edu,chair,MICRO_17
"Sanchez, Daniel",@csail.mit.edu,chair,MICRO_17
"Ahn, Jung Ho",@snu.ac.kr,pc,MICRO_17
"Alameldeen, Alaa",@cs.wisc.edu,pc,MICRO_17
"Asanoviç, Krste",@eecs.berkeley.edu,pc,MICRO_17
"Balasubramonian, Rajeev",@cs.utah.edu,pc,MICRO_17
"Beckmann, Brad",,pc,MICRO_17
"Beckmann, Nathan",@cmu.edu,pc,MICRO_17
"Bhattacharjee, Abhishek",@cs.rutgers.edu,pc,MICRO_17
"Bose, Pradip",,pc,MICRO_17
"Campanoni, Simone",@eecs.northwestern.edu,pc,MICRO_17
"Canal, Ramon",@ac.upc.edu,pc,MICRO_17
"Carlson, Trevor E.",@comp.nus.edu.sg,pc,MICRO_17
"Chong, Fred",@cs.uchicago.edu,pc,MICRO_17
"Chung, Eric",@microsoft.com,pc,MICRO_17
"Eeckhout, Lieven",@ugent.be,pc,MICRO_17
"Esmaeilzadeh, Hadi",@eng.ucsd.edu,pc,MICRO_17
"Falsafi, Babak",@epfl.ch,pc,MICRO_17
"Ferdman, Michael",@cs.stonybrook.edu,pc,MICRO_17
"Fletcher, Christopher W.",@mit.edu,pc,MICRO_17
"Hazelwood, Kim",@fb.com,pc,MICRO_17
"Hiraki, Kei",,pc,MICRO_17
"Hoe, James",@ece.cmu.edu,pc,MICRO_17
"Ipek, Engin",@cs.rochester.edu,pc,MICRO_17
"Jerger, Natalie Enright",@eecg.toronto.edu,pc,MICRO_17
"Jimenez, Daniel A.",@acm.org,pc,MICRO_17
"Kaxiras, Stefanos",@it.uu.se,pc,MICRO_17
"Khan, Samira",@virginia.edu,pc,MICRO_17
"Kim, John",@kaist.edu,pc,MICRO_17
"Kozyrakis, Christos",@stanford.edu,pc,MICRO_17
"Lebeck, Alvy",,pc,MICRO_17
"Lee, Benjamin C.",@duke.edu,pc,MICRO_17
"Lee, Jae",,pc,MICRO_17
"Lo, David",@stanford.edu,pc,MICRO_17
"Lucia, Brandon",@ece.cmu.edu,pc,MICRO_17
"Mahlke, Scott",@umich.edu,pc,MICRO_17
"Manne, Srilatha",,pc,MICRO_17
"Mars, Jason",@umich.edu,pc,MICRO_17
"Martonosi, Margaret",@princeton.edu,pc,MICRO_17
"Michaud, Pierre",,pc,MICRO_17
"Mutlu, Onur",@inf.ethz.ch,pc,MICRO_17
"Nowatzki, Tony",@cs.ucla.edu,pc,MICRO_17
"Pellauer, Michael",,pc,MICRO_17
"Prvulovic, Milos",@cc.gatech.edu,pc,MICRO_17
"Qureshi, Moinuddin",@gatech.edu,pc,MICRO_17
"Rajwar, Ravi",@intel.com,pc,MICRO_17
"Reddi, Vijay Janapa",@ece.utexas.edu,pc,MICRO_17
"Rhu, Minsoo",@postech.ac.kr,pc,MICRO_17
"Sampson, Jack",@cse.psu.edu,pc,MICRO_17
"Sankaralingam, Karthikeyan",@cs.wisc.edu,pc,MICRO_17
"Seznec, Andre",@inria.fr,pc,MICRO_17
"Sherwood, Timothy",@cs.ucsb.edu,pc,MICRO_17
"Shriraman, Arrvindh",@cs.sfu.ca,pc,MICRO_17
"Suh, Edward",@csl.cornell.edu,pc,MICRO_17
"Sun, Guangyu",@pku.edu.cn,pc,MICRO_17
"Sze, Vivienne",@mit.edu,pc,MICRO_17
"Taylor, Michael",@ucsd.edu,pc,MICRO_17
"Vijaykumar, T. N.",@ecn.purdue.edu,pc,MICRO_17
"Wenisch, Thomas F.",@umich.edu,pc,MICRO_17
"Wood, David A.",@cs.wisc.edu,pc,MICRO_17
"Wu, Carole-Jean",@asu.edu,pc,MICRO_17
"Wu, Lisa",,pc,MICRO_17
"Xie, Yuan",@ece.ucsb.edu,pc,MICRO_17
"Belgard, Rich",,panel,MICRO_17
"Conte, Tom",,panel,MICRO_17
"Farrens, Matthew",,panel,MICRO_17
"Johnson, Gearold",,panel,MICRO_17
"Patt, Yale",,panel,MICRO_17
"Tredennick, Nick",,panel,MICRO_17
"Flautner, Krisztián",,keynote,MICRO_17
"Burger, Doug",@microsoft.com,keynote,MICRO_17
"Jimenez, Daniel A.",@acm.org,session,MICRO_17
"Asanoviç, Krste",@eecs.berkeley.edu,session,MICRO_17
"Beckmann, Brad",,session,MICRO_17
"Khan, Samira",@virginia.edu,session,MICRO_17
"Wood, David A.",@cs.wisc.edu,session,MICRO_17
"Fletcher, Christopher W.",@mit.edu,session,MICRO_17
"Sze, Vivienne",@mit.edu,session,MICRO_17
"Alameldeen, Alaa",@cs.wisc.edu,session,MICRO_17
"Bhattacharjee, Abhishek",@cs.rutgers.edu,session,MICRO_17
"Manne, Bobbie",,session,MICRO_17
"Pellauer, Michael",,session,MICRO_17
"Beckmann, Nathan",@cmu.edu,session,MICRO_17
"Esmaeilzadeh, Hadi",@eng.ucsd.edu,session,MICRO_17
"Prvulovic, Milos",@cc.gatech.edu,session,MICRO_17
"Martonosi, Margaret",@princeton.edu,session,MICRO_17
"Yu, Xiangyao",@mit.edu,author,MICRO_17_001
"Hughes, Christopher J.",,author,MICRO_17_001
"Satish, Nadathur",,author,MICRO_17_001
"Mutlu, Onur",@inf.ethz.ch,author,MICRO_17_001
"Devadas, Srinivas",@mit.edu,author,MICRO_17_001
"Fang, Yuanwei",@uchicago.edu,author,MICRO_17_002
"Zou, Chen",@uchicago.edu,author,MICRO_17_002
"Elmore, Aaron J.",,author,MICRO_17_002
"Chien, Andrew A.",@cs.uchicago.edu,author,MICRO_17_002
"Sukhwani, Bharat",,author,MICRO_17_003
"Roewer, Thomas",,author,MICRO_17_003
"Haymes, Charles L.",,author,MICRO_17_003
"Kim, Kyu-Hyoun",,author,MICRO_17_003
"Mcpadden, Adam J.",,author,MICRO_17_003
"Dreps, Daniel M.",,author,MICRO_17_003
"Sanner, Dean",,author,MICRO_17_003
"Lunteren, Jan Van",,author,MICRO_17_003
"Asaad, Sameh",,author,MICRO_17_003
"Yazdani, Reza",@ac.upc.edu,author,MICRO_17_004
"Arnau, Jose Maria",@ac.upc.edu,author,MICRO_17_004
"Gonzalez, Antonio",@ac.upc.edu,author,MICRO_17_004
"Khan, Samira",@virginia.edu,author,MICRO_17_005
"Wilkerson, Chris",,author,MICRO_17_005
"Wang, Zhe1",@intel.com,author,MICRO_17_005
"Alameldeen, Alaa",@cs.wisc.edu,author,MICRO_17_005
"Lee, Donghyuk",@nvidia.com,author,MICRO_17_005
"Mutlu, Onur",@inf.ethz.ch,author,MICRO_17_005
"Mahmoud, Mostafa",,author,MICRO_17_006
"Zheng, Bojian",,author,MICRO_17_006
"Lascorz, Alberto Delmas",,author,MICRO_17_006
"Heide, Felix",@stanford.edu,author,MICRO_17_006
"Assouline, Jonathan",@algolux.com,author,MICRO_17_006
"Boucher, Paul",,author,MICRO_17_006
"Onzon, Emmanuel",,author,MICRO_17_006
"Moshovos, Andreas",@eecg.toronto.edu,author,MICRO_17_006
"O'Connor, Mike",@nvidia.com,author,MICRO_17_007
"Chatterjee, Niladrish",@nvidia.com,author,MICRO_17_007
"Lee, Donghyuk",@nvidia.com,author,MICRO_17_007
"Wilson, John",,author,MICRO_17_007
"Agrawal, Aditya",@illinois.edu,author,MICRO_17_007
"Keckler, Stephen",@cs.utexas.edu,author,MICRO_17_007
"Dally, William",@stanford.edu,author,MICRO_17_007
"Repetti, Thomas J.",,author,MICRO_17_008
"Cerqueira, Joao Pedro",,author,MICRO_17_008
"Kim, Martha A.",@cs.columbia.edu,author,MICRO_17_008
"Seok, Mingoo",@ee.columbia.edu,author,MICRO_17_008
"Tanasic, Ivan",@ac.upc.edu,author,MICRO_17_009
"Gelado, Isaac",@nvidia.com,author,MICRO_17_009
"Jorda, Marc",,author,MICRO_17_009
"Ayguade, Eduard",@ac.upc.edu,author,MICRO_17_009
"Navarro, Nacho",@ac.upc.edu,author,MICRO_17_009
"Shin, Seunghee",,author,MICRO_17_010
"Tirukkovalluri, Satish Kumar",@ncsu.edu,author,MICRO_17_010
"Tuck, James",@ncsu.edu,author,MICRO_17_010
"Solihin, Yan",@ncsu.edu,author,MICRO_17_010
"Milic, Ugljesa",,author,MICRO_17_011
"Villa, Oreste",@nvidia.com,author,MICRO_17_011
"Bolotin, Evgeny",@nvidia.com,author,MICRO_17_011
"Arunkumar, Akhil",@asu.edu,author,MICRO_17_011
"Ebrahimi, Eiman",@nvidia.com,author,MICRO_17_011
"Jaleel, Aamer",@nvidia.com,author,MICRO_17_011
"Ramirez, Alex",@nvidia.com,author,MICRO_17_011
"Nellans, David",@nellans.org,author,MICRO_17_011
"Chen, Guoyang",@ncsu.edu,author,MICRO_17_012
"Zhang, Lei",,author,MICRO_17_012
"Budhiraja, Richa",,author,MICRO_17_012
"Shen, Xipeng",@ncsu.edu,author,MICRO_17_012
"Wu, Youfeng",,author,MICRO_17_012
"Ausavarungnirun, Rachata",@cmu.edu,author,MICRO_17_013
"Landgraf, Joshua",,author,MICRO_17_013
"Miller, Vance",@cs.utexas.edu,author,MICRO_17_013
"Ghose, Saugata",@cmu.edu,author,MICRO_17_013
"Gandhi, Jayneel",@cs.wisc.edu,author,MICRO_17_013
"Rossbach, Christopher J.",@cs.utexas.edu,author,MICRO_17_013
"Mutlu, Onur",@inf.ethz.ch,author,MICRO_17_013
"Ma, Kaisheng",@psu.edu,author,MICRO_17_014
"Li, Xueqing",@tsinghua.edu.cn,author,MICRO_17_014
"Li, Jinyang1",,author,MICRO_17_014
"Liu, Yongpan",@tsinghua.edu.cn,author,MICRO_17_014
"Xie, Yuan",@ece.ucsb.edu,author,MICRO_17_014
"Sampson, Jack",@cse.psu.edu,author,MICRO_17_014
"Kandemir, Mahmut T.",@cse.psu.edu,author,MICRO_17_014
"Narayanan, Vijaykrishnan",@cse.psu.edu,author,MICRO_17_014
"Kloosterman, John",@umich.edu,author,MICRO_17_015
"Beaumont, Jon",,author,MICRO_17_015
"Jamshidi, Davoud Anoushe",,author,MICRO_17_015
"Bailey, Jonathan",,author,MICRO_17_015
"Mudge, Trevor",@eecs.umich.edu,author,MICRO_17_015
"Mahlke, Scott",@umich.edu,author,MICRO_17_015
"Koo, Gunjae",@usc.edu,author,MICRO_17_016
"Matam, Kiran Kumar",@usc.edu,author,MICRO_17_016
"I, Te",,author,MICRO_17_016
"Narra, H. V. Krishna Giri",,author,MICRO_17_016
"Li, Jing",,author,MICRO_17_016
"Tseng, Hung-Wei",@ncsu.edu,author,MICRO_17_016
"Swanson, Steven",@eng.ucsd.edu,author,MICRO_17_016
"Annavaram, Murali",@usc.edu,author,MICRO_17_016
"Duarte, Pedro",,author,MICRO_17_017
"Tomas, Pedro",@inesc-id.pt,author,MICRO_17_017
"Falcao, Gabriel",@deec.uc.pt,author,MICRO_17_017
"Deng, Zhaoxia",@cs.ucsb.edu,author,MICRO_17_018
"Zhang, Lunkai",@uchicago.edu,author,MICRO_17_018
"Mishra, Nikita",@cs.uchicago.edu,author,MICRO_17_018
"Hoffmann, Henry",@cs.uchicago.edu,author,MICRO_17_018
"Chong, Fred",@cs.uchicago.edu,author,MICRO_17_018
"Agrawal, Sandeep R.",@oracle.com,author,MICRO_17_019
"Idicula, Sam",,author,MICRO_17_019
"Raghavan, Arun",@oracle.com,author,MICRO_17_019
"Vlachos, Evangelos",,author,MICRO_17_019
"Govindaraju, Venkatraman",@cs.wisc.edu,author,MICRO_17_019
"Varadarajan, Venkatanathan",@oracle.com,author,MICRO_17_019
"Balkesen, Cagri",@inf.ethz.ch,author,MICRO_17_019
"Giannikis, Georgios",@inf.ethz.ch,author,MICRO_17_019
"Roth, Charlie",,author,MICRO_17_019
"Agarwal, Nipun",,author,MICRO_17_019
"Sedlar, Eric",@oracle.com,author,MICRO_17_019
"Khasawneh, Khaled N.",@ucr.edu,author,MICRO_17_020
"Abu-Ghazaleh, Nael",@cs.ucr.edu,author,MICRO_17_020
"Ponomarev, Dmitry",@cs.binghamton.edu,author,MICRO_17_020
"Yu, Lei",@cs.binghamton.edu,author,MICRO_17_020
"Subramaniyan, Arun",@umich.edu,author,MICRO_17_021
"Wang, Jingcheng",,author,MICRO_17_021
"Balasubramanian, Ezhil R. M.",,author,MICRO_17_021
"Blaauw, David",@umich.edu,author,MICRO_17_021
"Sylvester, Dennis",@umich.edu,author,MICRO_17_021
"Das, Reetuparna",@umich.edu,author,MICRO_17_021
"Cherupalli, Hari",@umn.edu,author,MICRO_17_022
"Duwe, Henry",,author,MICRO_17_022
"Ye, Weidong",@illinois.edu,author,MICRO_17_022
"Kumar, Rakesh",@illinois.edu,author,MICRO_17_022
"Sartori, John",@umn.edu,author,MICRO_17_022
"Seshadri, Vivek",@cs.cmu.edu,author,MICRO_17_023
"Lee, Donghyuk",@nvidia.com,author,MICRO_17_023
"Mullins, Thomas",,author,MICRO_17_023
"Hassan, Hasan",@inf.ethz.ch,author,MICRO_17_023
"Boroumand, Amirali",@cmu.edu,author,MICRO_17_023
"Kim, Jeremie S.",@andrew.cmu.edu,author,MICRO_17_023
"Kozuch, Michael A.",@cmu.edu,author,MICRO_17_023
"Mutlu, Onur",@inf.ethz.ch,author,MICRO_17_023
"Gibbons, Phillip",@cs.cmu.edu,author,MICRO_17_023
"Mowry, Todd C.",@cs.cmu.edu,author,MICRO_17_023
"He, Zecheng",@mail.ustc.edu.cn,author,MICRO_17_024
"Lee, Ruby B.",@princeton.edu,author,MICRO_17_024
"Li, Shuangchen",@ece.ucsb.edu,author,MICRO_17_025
"Niu, Dimin",@ssi.samsung.com,author,MICRO_17_025
"Malladi, Krishna T.",@alumni.stanford.edu,author,MICRO_17_025
"Zheng, Hongzhong",,author,MICRO_17_025
"Brennan, Bob",,author,MICRO_17_025
"Xie, Yuan",@ece.ucsb.edu,author,MICRO_17_025
"Naghibijouybari, Hoda",@ucr.edu,author,MICRO_17_026
"Khasawneh, Khaled N.",@ucr.edu,author,MICRO_17_026
"Abu-Ghazaleh, Nael",@cs.ucr.edu,author,MICRO_17_026
"Skarlatos, Dimitrios",@illinois.edu,author,MICRO_17_027
