key,linked,unreleased,expired,badge,evaluated,location
SIGIR_17_047,True,False,False,False,False,Repository
SIGIR_17_052,True,False,False,False,False,Repository
SIGIR_17_055,True,False,True,False,False,Other
SIGIR_17_057,True,False,False,False,False,Repository
SIGIR_17_061,True,False,True,False,False,Other
SIGIR_17_062,True,False,False,False,False,Repository
SIGIR_17_063,True,False,False,False,False,Repository
SIGIR_17_064,True,False,True,False,False,Other
SIGIR_17_065,True,False,False,False,False,Academic
SIGIR_17_071,True,False,True,False,False,Repository
SIGIR_17_076,True,False,False,False,False,Academic
SIGIR_17_077,True,False,False,False,False,Repository
SIGIR_17_078,True,False,False,False,False,Academic
OOPSLA_17_001,True,False,False,False,False,Repository
OOPSLA_17_002,False,True,True,False,True,
OOPSLA_17_004,True,False,False,False,False,Repository
OOPSLA_17_005,False,True,True,False,True,
OOPSLA_17_007,True,False,False,False,False,Repository
OOPSLA_17_008,True,False,False,True,True,Repository
OOPSLA_17_012,False,True,True,True,True,
OOPSLA_17_013,True,False,False,False,False,Repository
OOPSLA_17_014,True,False,False,True,True,ACM
OOPSLA_17_015,True,False,False,True,True,ACM
OOPSLA_17_016,False,True,True,False,True,
OOPSLA_17_017,True,False,False,True,True,ACM
OOPSLA_17_018,True,False,False,True,True,ACM
OOPSLA_17_019,True,False,False,False,False,Repository
OOPSLA_17_020,False,False,False,False,False,Repository
OOPSLA_17_021,True,False,False,True,False,ACM
OOPSLA_17_022,False,True,True,False,True,
OOPSLA_17_024,True,False,False,False,False,Repository
OOPSLA_17_025,False,True,True,False,True,
OOPSLA_17_027,True,False,False,True,True,Repository
OOPSLA_17_028,False,True,True,False,True,
OOPSLA_17_029,True,False,False,False,False,Repository
OOPSLA_17_030,True,False,False,True,True,ACM
OOPSLA_17_031,True,False,False,True,True,ACM
OOPSLA_17_033,True,False,False,True,True,ACM
OOPSLA_17_034,True,False,False,True,False,ACM
OOPSLA_17_035,True,False,False,False,False,Repository
OOPSLA_17_036,False,True,True,False,True,
OOPSLA_17_037,False,True,False,True,False,
OOPSLA_17_038,False,True,True,False,True,
OOPSLA_17_041,True,False,False,True,True,ACM
OOPSLA_17_043,False,True,True,False,True,
OOPSLA_17_045,True,False,False,False,False,Filesharing
OOPSLA_17_046,True,False,False,True,True,ACM
OOPSLA_17_047,True,False,False,False,False,Repository
OOPSLA_17_048,True,False,False,True,True,ACM
OOPSLA_17_049,True,False,False,True,False,ACM
OOPSLA_17_050,True,False,False,True,True,ACM
OOPSLA_17_051,True,False,False,True,True,ACM
OOPSLA_17_052,True,False,False,False,False,Academic
OOPSLA_17_053,True,False,False,False,False,Repository
OOPSLA_17_054,True,False,False,True,True,ACM
OOPSLA_17_055,True,False,False,True,True,ACM
OOPSLA_17_056,True,False,False,True,True,ACM
OOPSLA_17_058,True,False,False,False,False,Repository
OOPSLA_17_059,False,True,True,False,True,
OOPSLA_17_060,False,True,True,False,True,
OOPSLA_17_061,True,False,False,True,True,ACM
OOPSLA_17_062,True,False,False,True,True,ACM
OOPSLA_17_063,True,False,False,True,True,ACM
OOPSLA_17_064,True,False,False,True,True,ACM
OOPSLA_17_065,True,False,False,True,True,ACM
PLDI_17_001,False,True,True,False,True,
PLDI_17_002,False,True,True,False,True,
PLDI_17_003,True,False,False,True,True,ACM
PLDI_17_004,False,False,False,False,False,Repository
PLDI_17_006,False,False,False,False,False,Repository
PLDI_17_007,False,True,True,False,True,
PLDI_17_010,False,True,True,False,True,
PLDI_17_012,False,True,True,False,True,
PLDI_17_013,True,False,False,True,True,ACM
PLDI_17_015,True,False,False,True,True,ACM
PLDI_17_016,False,True,True,False,True,
PLDI_17_017,True,False,False,True,True,ACM
PLDI_17_018,True,False,True,True,True,ACM
PLDI_17_019,True,False,False,True,True,ACM
PLDI_17_020,True,False,False,False,True,ACM
PLDI_17_021,True,False,False,True,True,ACM
PLDI_17_022,True,False,False,True,True,ACM
PLDI_17_025,False,True,True,False,True,
PLDI_17_026,False,False,False,False,False,Repository
PLDI_17_028,False,True,True,False,True,
PLDI_17_031,True,True,False,False,True,
PLDI_17_032,True,False,False,False,False,Repository
PLDI_17_033,False,True,True,False,True,
PLDI_17_035,False,True,True,False,True,
PLDI_17_036,True,False,False,False,False,Other
PLDI_17_040,True,False,False,False,False,Academic
PLDI_17_041,False,True,True,False,True,
PLDI_17_043,True,False,False,True,True,ACM
PLDI_17_044,True,False,False,True,True,ACM
PLDI_17_045,True,False,False,False,False,Repository
PLDI_17_046,True,False,False,True,True,ACM
PLDI_17_047,False,True,True,False,True,
SLE_17_002,True,False,False,True,True,ACM
SLE_17_004,True,False,False,True,True,ACM
SLE_17_005,True,False,False,True,True,ACM
SLE_17_008,True,False,False,True,True,ACM
SLE_17_010,False,True,True,False,True,
SLE_17_011,True,False,False,False,False,Repository
SLE_17_012,False,True,True,False,True,
SLE_17_013,True,False,False,True,True,ACM
SLE_17_016,False,True,True,False,True,
SLE_17_018,True,False,False,True,True,ACM
SLE_17_019,True,False,False,False,False,Other
SLE_17_020,True,False,False,True,True,ACM
SLE_17_021,True,False,False,False,False,Repository
SLE_17_023,True,False,False,True,True,ACM
SLE_17_024,True,False,False,False,False,Other
HotI_17_010,True,False,False,False,False,Repository
